smiles,energy,split
C1[C@H]2[C@@H]3C[C@H]2[C@H]13,-6346.170898,1
C1[C@H]2[C@@H]3CN2[C@H]13,-6782.401855,1
C1[C@H]2[C@@H]3O[C@H]2[C@H]13,-7323.388672,1
N1[C@H]2[C@@H]3N[C@H]2[C@H]13,-7218.741211,1
N1[C@H]2[C@@H]3O[C@H]2[C@H]13,-7759.617676,1
O1[C@H]2[C@@H]3O[C@H]2[C@H]13,-8300.470703,1
C1CC1C1CC1,-6380.236816,1
C1CC1[C@H]1CO1,-7357.760742,1
C1CC1N1CC1,-6816.452637,1
C1N[C@H]1[C@H]1CN1,-7253.280762,1
C1O[C@H]1[C@H]1CN1,-7794.212891,1
C1O[C@H]1[C@H]1CO1,-8335.217773,1
C1[C@H]2[C@@H]1[C@H]1C[C@@H]21,-6346.21582,1
C1[C@@H]2[C@@H]3N[C@@H]3[C@H]12,-6782.693848,1
C1[C@@H]2[C@@H]3O[C@@H]3[C@H]12,-7323.799316,1
C1[C@H]2[C@@H]1N1C[C@@H]21,-6782.645508,1
N1[C@H]2[C@@H]1[C@H]1N[C@@H]21,-7218.881836,1
N1[C@@H]2[C@@H]3O[C@@H]3[C@H]12,-7759.97998,1
O1[C@H]2[C@@H]1[C@H]1O[C@@H]21,-8301.033203,1
C1[C@H]2CN3[C@@H]1[C@@H]23,-6783.26709,1
C1[C@@H]2[C@@H]3[C@H]1C[C@H]23,-6346.844727,1
C1[C@H]2[C@H]3C[C@@H]1N23,-6783.583496,1
C1[C@@H]2[C@@H]3CN1[C@H]23,-6782.967773,1
C1[C@@H]2O[C@@H]3[C@H]1[C@H]23,-7324.079102,1
C12C3C1C1C2C31,-6312.378906,1
[C@@H]12[C@H]3[C@@H]1[C@H]1[C@@H]2N31,-6748.929199,1
c1ccnnc1,-7189.980469,1
c1cnnnc1,-7625.945801,1
c1nncnn1,-8062.338379,1
C1=N[N]N=C[N]1,-8062.638184,1
c1cnnnn1,-8061.79834,1
Cc1ccn[nH]1,-7223.008301,1
Cc1ccno1,-7763.243164,1
Cc1cnn[nH]1,-7659.374512,1
Cc1cnno1,-8199.760742,1
Cc1cn[nH]c1,-7222.932617,1
Cc1c[nH]nn1,-7659.377441,1
Cc1cnoc1,-7763.092773,1
Cc1conn1,-8199.676758,1
C[C]1N=C[N]N1,-7660.143555,1
Cc1ncno1,-8200.404297,1
Cc1cc[nH]n1,-7223.017578,1
Cc1nc[nH]n1,-7660.134277,1
Cc1cn[nH]n1,-7659.541504,1
Cc1nn[nH]n1,-8096.028809,1
Cc1ccon1,-7763.196777,1
Cc1ncon1,-8200.356445,1
Cc1cnon1,-8199.237305,1
Cc1nnon1,-8635.835938,1
Cn1cccn1,-7222.80127,1
Cn1ccnn1,-7659.186035,1
CN1[CH]N=C[N]1,-7659.875488,1
Cn1cnnc1,-7659.539551,1
Cn1cnnn1,-8095.681152,1
Cn1nccn1,-7659.378418,1
Cn1ncnn1,-8095.833984,1
Cn1nnnn1,-8531.783203,1
Nc1ccn[nH]1,-7659.611328,1
Nc1ccno1,-8199.976563,1
Nc1cnn[nH]1,-8095.958984,1
Nc1cnno1,-8636.526367,1
Nc1cn[nH]c1,-7659.476563,1
Nc1c[nH]nn1,-8096.029297,1
Nc1cnoc1,-8199.62793,1
Nc1conn1,-8636.279297,1
N[C]1N=C[N]N1,-8096.875977,1
Nc1ncno1,-8637.271484,1
Nc1cc[nH]n1,-7659.710938,1
Nc1nc[nH]n1,-8096.905762,1
Nc1cn[nH]n1,-8096.212891,1
Nc1nn[nH]n1,-8532.780273,1
Nc1ccon1,-8199.914063,1
Nc1ncon1,-8637.15332,1
Nc1cnon1,-8635.928711,1
Nc1nnon1,-9072.583984,1
O=c1[nH]cn[nH]1,-8638.191406,1
O=c1[nH]cno1,-9178.463867,1
O=c1[nH]nn[nH]1,-9074.019531,1
O=c1[nH]nno1,-9614.358398,1
O=c1ocno1,-9719.137695,1
O=c1onno1,-10154.5791,1
Oc1ccn[nH]1,-8200.520508,1
Oc1cn[nH]c1,-8200.353516,1
OC1=N[N]N[CH]1,-8636.970703,1
Oc1ncn[nH]1,-8637.831055,1
Oc1cc[nH]n1,-8200.675781,1
Oc1cn[nH]n1,-8637.126953,1
Oc1ccon1,-8740.832031,1
CC#C/C(C)=N/O,-8830.619141,1
C#CC/C(C)=N/O,-8830.261719,1
C/C(CC#N)=N\O,-9268.571289,1
C/C(CC=O)=N\O,-9841.947266,1
C/C(CCO)=N\O,-9874.237305,1
CCC/C(C)=N/O,-8896.794922,1
COC/C(C)=N/O,-9873.998047,1
CC(=N\O)/C(C)=N/O,-11346.84375,1
C/C(=N\O)C(N)=O,-10279.73926,1
C/C(=N\O)C(C)C,-8896.791992,1
C/C(=N\O)[C@@H](C)O,-9874.339844,1
CC1CC(=NO)C1,-8863.563477,1
CN1CC(=NO)C1,-9299.74707,1
ON=C1CC(O)C1,-9841.088867,1
C#CC(C#C)=NO,-8763.636719,1
C#C/C(CC)=N/O,-8830.241211,1
C#C/C(CO)=N/O,-9807.575195,1
CCC(CC)=NO,-8896.75,1
CC/C(CO)=N\O,-9874.269531,1
C[C@H]1CC/C1=N\O,-8863.5625,1
C[C@H]1NC/C1=N\O,-9299.970703,1
C[C@H]1OC/C1=N\O,-9840.951172,1
O/N=C1\CC[C@H]1O,-9841.058594,1
ON=C1CC=CC1,-8831.458984,1
O/N=C1\C=CCC1,-8831.59375,1
O/N=C1\C=CNC1,-9268.246094,1
ON=C1CCCC1,-8864.338867,1
O/N=C1/CCOC1,-9841.633789,1
C/C(=N\O)C1CC1,-8863.512695,1
C/C(=N\O)[C@H]1CN1,-9300.02832,1
C/C(=N\O)[C@H]1CO1,-9841,1
O/N=C1\C[C@H]2C[C@@H]12,-8830.161133,1
O/N=C1\C[C@H]2N[C@@H]12,-9266.466797,1
O/N=C1\C[C@H]2O[C@@H]12,-9807.488281,1
O/N=C1\CN2C[C@@H]12,-9266.49707,1
C#CC(F)(F)F,-11275.08301,1
N#CC(F)(F)F,-11713.08789,1
O=CC(F)(F)F,-12286.72949,1
NCC(F)(F)F,-11778.52734,1
OCC(F)(F)F,-12319.35742,1
CCC(F)(F)F,-11342.11035,1
Cc1c[nH]c(C)c1,-7855.682129,1
Cc1coc(C)c1,-8396.400391,1
Cc1cc(N)c[nH]1,-8292.240234,1
Cc1cc(N)co1,-8832.96875,1
Cc1cc(O)c[nH]1,-8833.147461,1
Cc1cc(O)co1,-9373.834961,1
Cc1c[nH]c(N)c1,-8292.271484,1
Cc1c[nH]c(O)c1,-8833.202148,1
Cc1c[nH]c(O)n1,-9270.541992,1
Cc1coc(N)c1,-8833.043945,1
Cc1coc(N)n1,-9270.34668,1
Cc1coc(O)n1,-9811.155273,1
Cc1c[nH]c(C)n1,-8292.827148,1
Cc1coc(C)n1,-8833.569336,1
Cc1nc(N)co1,-9270.232422,1
C[C]1N=C(O)[CH]N1,-9270.479492,1
Nc1c[nH]c(N)c1,-8728.831055,1
Nc1coc(N)c1,-9269.620117,1
Nc1cc(O)c[nH]1,-9269.737305,1
Nc1cc(O)co1,-9810.491211,1
Nc1c[nH]c(O)c1,-9269.762695,1
Nc1c[nH]c(O)n1,-9707.193359,1
Nc1coc(O)n1,-10247.83398,1
Nc1coc(N)n1,-9707.012695,1
N[C]1N=C(O)[CH]N1,-9707.176758,1
Oc1c[nH]c(O)c1,-9810.661133,1
Cc1ccc(C)[nH]1,-7855.735352,1
Cc1ccc(C)o1,-8396.506836,1
Cc1ccc(N)[nH]1,-8292.321289,1
Cc1ccc(N)o1,-8833.130859,1
Cc1ccc(O)[nH]1,-8833.246094,1
Cc1cnc(C)o1,-8833.606445,1
Cc1cnc(N)o1,-9270.367188,1
Cc1cnc(O)[nH]1,-9270.522461,1
Cc1cnc(O)o1,-9811.266602,1
Cc1ncc(N)o1,-9270.210938,1
Cc1ncc(O)[nH]1,-9270.27832,1
Nc1ccc(N)[nH]1,-8728.898438,1
Nc1ccc(N)o1,-9269.726563,1
Nc1ccc(O)[nH]1,-9269.820313,1
Nc1ccc(O)o1,-9810.635742,1
Nc1cnc(N)o1,-9706.956055,1
Nc1cnc(O)[nH]1,-9707.082031,1
Nc1cnc(O)o1,-10247.86719,1
Oc1ccc(O)[nH]1,-9810.710938,1
Oc1cnc(O)[nH]1,-10247.95313,1
Cc1c[nH]c(=O)[nH]1,-9270.998047,1
Cc1c[nH]c(=O)o1,-9811.78418,1
Cc1coc(=O)[nH]1,-9811.731445,1
Cc1coc(=O)o1,-10352.48633,1
Nc1c[nH]c(=O)[nH]1,-9707.546875,1
Nc1c[nH]c(=O)o1,-10248.375,1
Nc1coc(=O)[nH]1,-10248.28809,1
Nc1coc(=O)o1,-10789.08398,1
O=c1[nH]cc(O)[nH]1,-10248.4209,1
O=c1[nH]cc(O)o1,-10789.26563,1
O=c1occ(O)o1,-11329.93164,1
Cc1ccn(C)c1,-7855.409668,1
Cn1ccc(N)c1,-8291.974609,1
Cn1ccc(O)c1,-8832.881836,1
Cc1cn(C)cn1,-8292.504883,1
Cn1cnc(N)c1,-8729.177734,1
CN1[CH]N=C(O)[CH]1,-9270.168945,1
O=c1cc[nH]cc1,-8801.067383,1
O=c1cc[nH]cn1,-9237.966797,1
O=c1ccocc1,-9341.575195,1
O=c1ccocn1,-9778.537109,1
O=c1ncocn1,-10215.43555,1
N=c1cccco1,-8800.379883,1
[NH]C1=NC=C[CH]O1,-9237.067383,1
N=c1cncco1,-9236.907227,1
N=c1ccnco1,-9237.336914,1
[NH]C1=N[CH]N=CO1,-9674.104492,1
O=c1cccc[nH]1,-8801.495117,1
O=c1nccc[nH]1,-9238.231445,1
O=c1cncc[nH]1,-9237.990234,1
O=c1ccnc[nH]1,-9238.376953,1
O=C1[N]C=N[CH]N1,-9675.194336,1
O=c1cccco1,-9342.000977,1
O=c1nccco1,-9778.717773,1
O=c1cncco1,-9778.450195,1
O=c1ccnco1,-9778.929688,1
O=c1ncnco1,-10215.7207,1
Cc1ccccc1,-7386.76416,1
Cc1ccncc1,-7823.469238,1
Cc1cccnc1,-7823.448242,1
Cc1cnccn1,-8260.103516,1
Cc1cncnc1,-8260.202148,1
Cc1ccccn1,-7823.512207,1
Cc1ncccn1,-8260.313477,1
Cc1cnccn1,-8260.103516,1
Cc1ccncn1,-8260.297852,1
Nc1ccccc1,-7823.526855,1
Nc1cccnc1,-8260.197266,1
Nc1cnccn1,-8697.049805,1
Nc1cncnc1,-8696.943359,1
Nc1ccccn1,-8260.463867,1
Nc1ncccn1,-8697.422852,1
Nc1cnccn1,-8697.049805,1
Nc1ccncn1,-8697.345703,1
Oc1ccccc1,-8364.444336,1
Oc1ccncc1,-8801.19043,1
Oc1cccnc1,-8801.075195,1
Oc1cnccn1,-9238.029297,1
Oc1cncnc1,-9237.800781,1
Oc1ccccn1,-8801.491211,1
Oc1cnccn1,-9238.029297,1
Oc1ccncn1,-9238.314453,1
Cc1cc[nH]c1C,-7855.656738,1
Cc1ccoc1C,-8396.374023,1
Cc1nc[nH]c1C,-8292.740234,1
Cc1ncoc1C,-8833.496094,1
Cc1[nH]ccc1N,-8292.216797,1
Cc1occc1N,-8832.935547,1
Cc1ocnc1N,-9270.143555,1
Cc1cc[nH]c1N,-8292.267578,1
Cc1ccoc1N,-8832.995117,1
Cc1ncoc1N,-9270.103516,1
Cc1[nH]ccc1O,-8833.15625,1
Cc1occc1O,-9373.830078,1
C[C]1N[CH]N=C1O,-9270.410156,1
Cc1cc[nH]c1O,-8833.173828,1
Cc1nc[nH]c1O,-9270.210938,1
Nc1ccoc1N,-9269.613281,1
Nc1ncoc1N,-9706.739258,1
Nc1[nH]ccc1O,-9269.740234,1
Nc1occc1O,-9810.401367,1
N[C]1N[CH]N=C1O,-9706.983398,1
Nc1cc[nH]c1O,-9269.803711,1
Nc1nc[nH]c1O,-9706.914063,1
Nc1ccoc1O,-9810.429688,1
Oc1cc[nH]c1O,-9810.604492,1
O[C]1N[CH]N=C1O,-10247.79883,1
Cc1c[nH]cc1C,-7855.625977,1
Cc1c[nH]cc1N,-8292.189453,1
Cc1c[nH]cc1O,-8833.094727,1
Cc1cocc1C,-8396.287109,1
Cc1cocc1N,-8832.860352,1
Nc1c[nH]cc1N,-8728.768555,1
Nc1c[nH]cc1O,-9269.698242,1
Nc1cocc1N,-9269.449219,1
Oc1c[nH]cc1O,-9810.552734,1
Cc1cccn1C,-7855.446289,1
Cn1cccc1N,-8292.056641,1
Cn1cccc1O,-8832.980469,1
Cc1nccn1C,-8292.520508,1
Cn1ccnc1O,-9270.260742,1
Cc1cncn1C,-8292.474609,1
Cn1cncc1O,-9269.963867,1
Cn1cc[nH]c1=O,-9270.739258,1
Cn1ccoc1=O,-9811.452148,1
C#Cc1ccc[nH]1,-7789.217285,1
C#Cc1ccco1,-8329.773438,1
C#Cc1cnc[nH]1,-8226.170898,1
C#Cc1cnco1,-8766.763672,1
C#Cc1ncc[nH]1,-8226.107422,1
C#Cc1ncco1,-8766.683594,1
N#Cc1ccc[nH]1,-8227.469727,1
N#Cc1ccco1,-8767.950195,1
N#Cc1cnc[nH]1,-8664.37207,1
N#Cc1cnco1,-9204.881836,1
N#Cc1ncc[nH]1,-8664.283203,1
N#Cc1ncco1,-9204.767578,1
C#Cc1cc[nH]c1,-7789.174316,1
C#Cc1c[nH]cn1,-8226.105469,1
C#Cc1ccoc1,-8329.736328,1
C#Cc1cocn1,-8766.708008,1
N#Cc1cc[nH]c1,-8227.499023,1
N#Cc1c[nH]cn1,-8664.368164,1
N#Cc1ccoc1,-8767.986328,1
N#Cc1cocn1,-9204.892578,1
O=Cc1ccc[nH]1,-8800.942383,1
O=Cc1ccco1,-9341.472656,1
O=Cc1cnc[nH]1,-9237.827148,1
O=Cc1cnco1,-9778.414063,1
O=Cc1ncc[nH]1,-9237.714844,1
O=Cc1ncco1,-9778.296875,1
O=Cc1cc[nH]c1,-8800.916992,1
O=Cc1c[nH]cn1,-9237.767578,1
O=Cc1ccoc1,-9341.40332,1
O=Cc1cocn1,-9778.325195,1
O=Cn1cccc1,-8801.027344,1
O=Cn1ccnc1,-9237.886719,1
C/N=c1/[nH]cco1,-9269.521484,1
CN=c1occo1,-9810.21582,1
CCc1ccc[nH]1,-7855.521973,1
CCc1ccco1,-8396.226563,1
CCc1cnco1,-8833.260742,1
CCc1ncc[nH]1,-8292.585938,1
CCc1ncco1,-8833.307617,1
CNc1ccc[nH]1,-8291.90625,1
CNc1ccco1,-8832.666992,1
CNc1cnco1,-9269.683594,1
CNc1ncco1,-9269.9375,1
COc1ccc[nH]1,-8832.649414,1
COc1ccco1,-9373.46582,1
COc1cnc[nH]1,-9269.754883,1
COc1cnco1,-9810.442383,1
COc1ncc[nH]1,-9270.022461,1
COc1ncco1,-9810.708984,1
NCc1ncco1,-9269.817383,1
OCc1ccc[nH]1,-8832.962891,1
OCc1ccco1,-9373.606445,1
OCc1cnc[nH]1,-9269.832031,1
OCc1cnco1,-9810.613281,1
OCc1ncc[nH]1,-9270.030273,1
OCc1ncco1,-9810.719727,1
CCc1cc[nH]c1,-7855.469238,1
CCc1c[nH]cn1,-8292.550781,1
CCc1ccoc1,-8396.106445,1
CCc1cocn1,-8833.208984,1
CNc1cc[nH]c1,-8291.873047,1
CNc1c[nH]cn1,-8729.058594,1
CNc1ccoc1,-8832.53125,1
CNc1cocn1,-9269.739258,1
COc1cc[nH]c1,-8832.694336,1
COC1=N[CH]N[CH]1,-9269.879883,1
COc1ccoc1,-9373.323242,1
OCc1cc[nH]c1,-8832.928711,1
OCc1c[nH]cn1,-9269.951172,1
OCc1ccoc1,-9373.532227,1
OCc1cocn1,-9810.602539,1
CCn1cccc1,-7855.348145,1
CCn1ccnc1,-8292.354492,1
c1cc2n(c1)CC2,-7821.672363,1
c1ncn2c1CC2,-8258.595703,1
c1cn2c(n1)CC2,-8258.636719,1
CC#CC(C)(C)C,-7449.820801,1
CC#CC(C)(C)O,-8427.34668,1
C#CCC(C)(C)C,-7449.547363,1
CC(C)(C)CC#N,-7887.902344,1
C#CCC(C)(C)O,-8427.166016,1
CC(C)(O)CC#N,-8865.510742,1
CC(C)(C)CC=O,-8461.128906,1
CC(C)(C)NC=O,-8898.588867,1
CC(C)(C)OC=O,-9439.376953,1
CC(C)(O)CC=O,-9438.844727,1
CC(C)(C)CCO,-8493.371094,1
CC(C)(O)CCO,-9471.086914,1
CCCC(C)(C)C,-7515.943359,1
CCCC(C)(C)O,-8493.654297,1
CCOC(C)(C)C,-8493.462891,1
COCC(C)(C)C,-8493.291016,1
COCC(C)(C)O,-9470.935547,1
CC(=O)C(C)(C)C,-8461.458984,1
CC(=O)C(C)(C)O,-9439.168945,1
CC(C)(C)C(N)=O,-8898.803711,1
CC(C)(O)C(N)=O,-9876.258789,1
CC(C)C(C)(C)C,-7515.85498,1
CC(C)C(C)(C)O,-8493.59375,1
C[C@@H](O)C(C)(C)C,-8493.540039,1
C[C@@H](O)C(C)(C)O,-9471.249023,1
CC(=N)NC(C)=O,-9303.206055,1
CC(=N)NC(N)=O,-9740.289063,1
CC(=N)OC(C)=O,-9843.960938,1
CC(=N)OC(N)=O,-10281.25488,1
CC(=O)CC(C)=O,-9406.978516,1
CC(=O)CC(N)=O,-9844.398438,1
CC(=O)NC(C)=O,-9844.513672,1
CC(=O)NC(N)=O,-10281.61035,1
NC(=O)CC(N)=O,-10281.76953,1
NC(=O)NC(N)=O,-10718.71191,1
CC(=O)CC(C)C,-8461.524414,1
CC(C)CC(N)=O,-8898.849609,1
CC(=O)NC(C)C,-8898.84375,1
CC(C)NC(N)=O,-9335.899414,1
CC(=O)OC(C)C,-9439.861328,1
CC(C)OC(N)=O,-9876.992188,1
CC(=O)C[C@@H](C)O,-9439.06543,1
C[C@@H](O)CC(N)=O,-9876.595703,1
CC(C)CC(C)C,-7515.945801,1
CC(C)C[C@@H](C)O,-8493.567383,1
CC(C)OC(C)C,-8493.52832,1
C[C@@H](O)C[C@@H](C)O,-9471.196289,1
CC1(C)CC(=N)O1,-8865.304688,1
CC1(C)CC(=O)C1,-8428.405273,1
CC1(C)CC(=O)N1,-8865.820313,1
CC1(C)CC(=O)O1,-9406.942383,1
CC1(O)CC(=O)C1,-9406.020508,1
CC1(C)CC(O)C1,-8460.446289,1
C[C@]1(O)C[C@H](O)C1,-9438.086914,1
CC1CC(C)(C)C1,-7482.887207,1
C[C@H]1CC(C)(C)O1,-8460.657227,1
C[C@H]1C[C@@](C)(O)C1,-8460.55957,1
CN1CC(C)(O)C1,-8896.777344,1
CC1(C)CC1(C)C,-7482.78418,1
CC1(C)C[C@]1(C)O,-8460.425781,1
CC1(C)OC1(C)C,-8460.623047,1
C[C@]1(O)C[C@@]1(C)O,-9438.066406,1
C[C@]12C[C@](C)(C1)C2,-7449.168457,1
C[C@]12C[C@](C)(C1)O2,-8426.566406,1
C[C@]12C[C@](O)(C1)C2,-8426.78418,1
O[C@]12C[C@](O)(C1)C2,-9404.3125,1
C#CC(C)(C)C#C,-7382.88623,1
C#CC(C)(C)C#N,-7821.188477,1
CC(C)(C#N)C#N,-8259.397461,1
C#C[C@@](C)(N)C#N,-8257.711914,1
CC(N)(C#N)C#N,-8695.888672,1
C#CC(C)(O)C#C,-8360.398438,1
C#C[C@@](C)(O)C#N,-8798.649414,1
CC(O)(C#N)C#N,-9236.791992,1
C#CC(C)(C)C=O,-8394.688477,1
CC(C)(C#N)C=O,-8832.957031,1
C#C[C@](C)(O)C=O,-9372.183594,1
C[C@](O)(C#N)C=O,-9810.369141,1
CC(C)(C=O)C=O,-9406.34375,1
CC(O)(C=O)C=O,-10384.07617,1
C#CC(C)(C)CO,-8426.979492,1
CC(C)(C#N)CO,-8865.323242,1
C[C@](N)(C#N)CN,-8760.939453,1
C[C@](N)(C#N)CO,-9302.022461,1
C[C@](O)(C#N)CN,-9301.979492,1
C#C[C@](C)(O)CO,-9404.65625,1
C[C@](O)(C#N)CO,-9842.853516,1
C#CC(C)(C)CC,-7449.442383,1
CCC(C)(C)C#N,-7887.805664,1
CC[C@@](C)(N)C#N,-8324.336914,1
C#C[C@](C)(O)CC,-8427.080078,1
CC[C@@](C)(O)C#N,-8865.383789,1
CNC(C)(C)C#N,-8324.092773,1
C#CC(C)(C)OC,-8426.65332,1
COC(C)(C)C#N,-8864.963867,1
CC(C)(C=O)CO,-9438.665039,1
C[C@](O)(C=O)CO,-10416.33496,1
CCC(C)(C)C=O,-8461.15918,1
CC[C@@](C)(O)C=O,-9438.787109,1
COC(C)(C)C=O,-9438.476563,1
CC(C)(CO)CO,-9470.891602,1
CC(O)(CO)CO,-10448.73242,1
CCC(C)(C)CC,-7515.849609,1
CCC(C)(C)CO,-8493.391602,1
CCC(C)(C)OC,-8493.287109,1
CCC(C)(O)CC,-8493.613281,1
CC[C@@](C)(O)CO,-9471.174805,1
COC(C)(C)CO,-9470.779297,1
CC#CCC(C)=O,-8395.211914,1
CC#CCC(N)=O,-8832.496094,1
CC#CCC(C)C,-7449.811035,1
CC#CC[C@@H](C)O,-8427.384766,1
C#CC#CC(C)=O,-8328.861328,1
CC(=O)C#CC#N,-8766.850586,1
C#CC#CC(N)=O,-8766.154297,1
N#CC#CC(N)=O,-9204.160156,1
CC(=O)C#CC=O,-9340.141602,1
NC(=O)C#CC=O,-9777.438477,1
C#CCOC(C)=N,-8831.421875,1
CC(=N)OCC#N,-9269.508789,1
C#CCCC(C)=O,-8395.019531,1
CC(=O)CCC#N,-8833.353516,1
C#CCNC(C)=O,-8832.157227,1
CC(=O)NCC#N,-9270.431641,1
C#CCOC(C)=O,-9373.042969,1
CC(=O)OCC#N,-9811.267578,1
C#CCCC(N)=O,-8832.337891,1
N#CCCC(N)=O,-9270.680664,1
C#CCNC(N)=O,-9269.207031,1
N#CCNC(N)=O,-9707.494141,1
C#CCOC(N)=O,-9810.169922,1
N#CCOC(N)=O,-10248.41602,1
CC(=N)OCC=O,-9843.134766,1
CC(=O)CCC=O,-9406.660156,1
CC(=O)CNC=O,-9844.06543,1
CC(=O)COC=N,-9843,1
CC(=O)COC=O,-10384.60059,1
CC(=O)NCC=O,-9843.875,1
CC(=O)OCC=O,-10384.74902,1
NC(=O)CCC=O,-9843.985352,1
NC(=O)CNC=O,-10281.39063,1
N=COCC(N)=O,-10280.30469,1
NC(=O)COC=O,-10821.91113,1
NC(=O)NCC=O,-10280.93457,1
NC(=O)OCC=O,-10821.89844,1
C#CC#CC(C)C,-7383.532715,1
CC(C)C#CC#N,-7821.666016,1
C#CC#C[C@@H](C)O,-8360.99707,1
C[C@@H](O)C#CC#N,-8799.086914,1
CC(C)C#CC=O,-8394.875,1
C[C@@H](O)C#CC=O,-9372.331055,1
C#CCCC(C)C,-7449.467773,1
CC(C)CCC#N,-7887.818848,1
CC(C)NCC#N,-8324.148438,1
C#CCOC(C)C,-8426.766602,1
CC(C)OCC#N,-8865.044922,1
C#CCC[C@@H](C)O,-8427.098633,1
C[C@@H](O)CCC#N,-8865.453125,1
CN(C)CCC#N,-8323.980469,1
CC(C)CCC=O,-8461.125,1
CC(C)CNC=O,-8898.509766,1
CC(C)COC=O,-9439.259766,1
CC(C)OCC=O,-9438.524414,1
C[C@@H](O)CCC=O,-9438.75293,1
C[C@@H](O)CNC=O,-9876.15625,1
C[C@@H](O)COC=N,-9875.193359,1
C[C@@H](O)COC=O,-10416.80957,1
C/N=C/NC(C)=O,-9302.994141,1
C/N=C/NC(N)=O,-9740.084961,1
C/N=C/OC(C)=O,-9843.726563,1
C/N=C/OC(N)=O,-10280.91309,1
C/N=C/OC(C)C,-8897.663086,1
CC(=O)C#CCO,-9372.453125,1
CCC#CC(C)=O,-8395.209961,1
CCC#CC(N)=O,-8832.500977,1
NC(=O)C#CCO,-9809.734375,1
CC(C)C#CCO,-8427.056641,1
C[C@@H](O)C#CCO,-9404.632813,1
CCC#CC(C)C,-7449.768555,1
CCC#C[C@@H](C)O,-8427.274414,1
CO/C=N/C(C)C,-8897.543945,1
CC(=N)OCCO,-9875.481445,1
CC(=O)CCCO,-9438.921875,1
CC(=O)NCCO,-9876.258789,1
CC(=O)OCCO,-10417.18457,1
CCCCC(C)=O,-8461.50293,1
CCCCC(N)=O,-8898.8125,1
CCCNC(C)=O,-8898.758789,1
CCCNC(N)=O,-9335.799805,1
CCCOC(C)=O,-9439.71875,1
CCCOC(N)=O,-9876.839844,1
CCOCC(C)=O,-9438.703125,1
CCOCC(N)=O,-9875.975586,1
COCCC(C)=O,-9438.737305,1
COCCC(N)=O,-9876.058594,1
NC(=O)CCCO,-9876.229492,1
NC(=O)NCCO,-10313.30273,1
NC(=O)OCCO,-10854.30859,1
CC(C)CCCO,-8493.390625,1
CC(C)OCCO,-9470.960938,1
C[C@@H](O)CCCO,-9470.998047,1
CCCCC(C)C,-7515.955078,1
CCCC[C@@H](C)O,-8493.573242,1
CCCOC(C)C,-8493.435547,1
CCOCC(C)C,-8493.395508,1
CCOC[C@@H](C)O,-9471.005859,1
COCCC(C)C,-8493.191406,1
COCC[C@@H](C)O,-9470.8125,1
CC1(C)CCC1=O,-8428.414063,1
CC1(C)CNC1=O,-8865.719727,1
CC1(C)COC1=N,-8865.068359,1
CC1(C)COC1=O,-9406.697266,1
CC1(C)NCC1=O,-8864.876953,1
CC1(C)OCC1=O,-9405.916016,1
C[C@@]1(N)COC1=O,-9843.226563,1
C[C@@]1(O)CCC1=O,-9405.979492,1
C[C@@]1(O)CNC1=O,-9843.266602,1
C[C@@]1(O)COC1=N,-9842.62207,1
C[C@@]1(O)COC1=O,-10384.20508,1
CC1(C)CC[C@H]1O,-8460.439453,1
CC1(C)OC[C@H]1O,-9438.014648,1
C[C@@]1(O)CC[C@H]1O,-9438.106445,1
C[C@H]1CCC1(C)C,-7482.843262,1
C[C@H]1CC[C@]1(C)O,-8460.532227,1
C[C@H]1COC1(C)C,-8460.467773,1
C[C@H]1OCC1(C)C,-8460.37793,1
C[C@H]1OC[C@]1(C)O,-9438.011719,1
C#C[C@@H]1CC1(C)C,-7416.41748,1
CC1(C)C[C@H]1C#N,-7854.758789,1
C#C[C@@H]1NC1(C)C,-7852.907227,1
CC1(C)N[C@H]1C#N,-8291.201172,1
C#C[C@@H]1OC1(C)C,-8393.989258,1
CC1(C)O[C@H]1C#N,-8832.227539,1
C#C[C@@H]1C[C@@]1(C)O,-8393.957031,1
C[C@@]1(O)C[C@H]1C#N,-8832.279297,1
CC1(C)C[C@H]1C=O,-8428.105469,1
CC1(C)CN1C=O,-8864.967773,1
CC1(C)N[C@H]1C=O,-8864.625,1
CC1(C)O[C@H]1C=O,-9405.624023,1
C[C@@]1(O)C[C@H]1C=O,-9405.625,1
CC1(C)C[C@H]1CO,-8460.198242,1
CC1(C)N[C@H]1CO,-8896.893555,1
CC1(C)O[C@H]1CO,-9437.976563,1
C[C@@]1(O)C[C@H]1CO,-9437.755859,1
CC[C@H]1CC1(C)C,-7482.785645,1
CC[C@H]1C[C@]1(C)O,-8460.349609,1
CC[C@H]1OC1(C)C,-8460.532227,1
CCN1CC1(C)C,-7919.172852,1
CO[C@H]1CC1(C)C,-8460.06543,1
CO[C@H]1C[C@]1(C)O,-9437.604492,1
CC1(C)CC=CC1,-7450.650391,1
CC1(C)CN=CO1,-8865.606445,1
CC1(O)CC=CC1,-8428.291016,1
CC1(C)C=CCC1,-7450.650879,1
CC1(C)COC=N1,-8865.495117,1
CC1(C)C=CCO1,-8428.219727,1
C[C@]1(O)C=CCC1,-8428.288086,1
CC1(C)CCCC1,-7483.472168,1
CC1(C)CCCO1,-8461.113281,1
CC1(C)CCOC1,-8460.910156,1
CC1(C)COCO1,-9438.633789,1
CC1(C)OCCO1,-9438.777344,1
CC1(O)CCCC1,-8461.180664,1
