smiles,energy,split
C1[C@H]2[C@@H]3C[C@H]2[C@H]13,-6346.170898,1
C1[C@H]2[C@@H]3CN2[C@H]13,-6782.401855,1
C1[C@H]2[C@@H]3O[C@H]2[C@H]13,-7323.388672,1
N1[C@H]2[C@@H]3N[C@H]2[C@H]13,-7218.741211,1
N1[C@H]2[C@@H]3O[C@H]2[C@H]13,-7759.617676,1
O1[C@H]2[C@@H]3O[C@H]2[C@H]13,-8300.470703,1
C1CC1C1CC1,-6380.236816,1
C1CC1[C@H]1CO1,-7357.760742,1
C1CC1N1CC1,-6816.452637,1
C1N[C@H]1[C@H]1CN1,-7253.280762,1
C1O[C@H]1[C@H]1CN1,-7794.212891,1
C1O[C@H]1[C@H]1CO1,-8335.217773,1
C1[C@H]2[C@@H]1[C@H]1C[C@@H]21,-6346.21582,1
C1[C@@H]2[C@@H]3N[C@@H]3[C@H]12,-6782.693848,1
C1[C@@H]2[C@@H]3O[C@@H]3[C@H]12,-7323.799316,1
C1[C@H]2[C@@H]1N1C[C@@H]21,-6782.645508,1
N1[C@H]2[C@@H]1[C@H]1N[C@@H]21,-7218.881836,1
N1[C@@H]2[C@@H]3O[C@@H]3[C@H]12,-7759.97998,1
O1[C@H]2[C@@H]1[C@H]1O[C@@H]21,-8301.033203,1
C1[C@H]2CN3[C@@H]1[C@@H]23,-6783.26709,1
C1[C@@H]2[C@@H]3[C@H]1C[C@H]23,-6346.844727,1
C1[C@H]2[C@H]3C[C@@H]1N23,-6783.583496,1
C1[C@@H]2[C@@H]3CN1[C@H]23,-6782.967773,1
C1[C@@H]2O[C@@H]3[C@H]1[C@H]23,-7324.079102,1
C12C3C1C1C2C31,-6312.378906,1
[C@@H]12[C@H]3[C@@H]1[C@H]1[C@@H]2N31,-6748.929199,1
c1ccnnc1,-7189.980469,1
c1cnnnc1,-7625.945801,1
c1nncnn1,-8062.338379,1
C1=N[N]N=C[N]1,-8062.638184,1
c1cnnnn1,-8061.79834,1
Cc1ccn[nH]1,-7223.008301,1
Cc1ccno1,-7763.243164,1
Cc1cnn[nH]1,-7659.374512,1
Cc1cnno1,-8199.760742,1
Cc1cn[nH]c1,-7222.932617,1
Cc1c[nH]nn1,-7659.377441,1
Cc1cnoc1,-7763.092773,1
Cc1conn1,-8199.676758,1
C[C]1N=C[N]N1,-7660.143555,1
Cc1ncno1,-8200.404297,1
Cc1cc[nH]n1,-7223.017578,1
Cc1nc[nH]n1,-7660.134277,1
Cc1cn[nH]n1,-7659.541504,1
Cc1nn[nH]n1,-8096.028809,1
Cc1ccon1,-7763.196777,1
Cc1ncon1,-8200.356445,1
Cc1cnon1,-8199.237305,1
Cc1nnon1,-8635.835938,1
Cn1cccn1,-7222.80127,1
Cn1ccnn1,-7659.186035,1
CN1[CH]N=C[N]1,-7659.875488,1
Cn1cnnc1,-7659.539551,1
Cn1cnnn1,-8095.681152,1
Cn1nccn1,-7659.378418,1
Cn1ncnn1,-8095.833984,1
Cn1nnnn1,-8531.783203,1
Nc1ccn[nH]1,-7659.611328,1
Nc1ccno1,-8199.976563,1
Nc1cnn[nH]1,-8095.958984,1
Nc1cnno1,-8636.526367,1
Nc1cn[nH]c1,-7659.476563,1
Nc1c[nH]nn1,-8096.029297,1
Nc1cnoc1,-8199.62793,1
Nc1conn1,-8636.279297,1
N[C]1N=C[N]N1,-8096.875977,1
Nc1ncno1,-8637.271484,1
Nc1cc[nH]n1,-7659.710938,1
Nc1nc[nH]n1,-8096.905762,1
Nc1cn[nH]n1,-8096.212891,1
Nc1nn[nH]n1,-8532.780273,1
Nc1ccon1,-8199.914063,1
Nc1ncon1,-8637.15332,1
Nc1cnon1,-8635.928711,1
Nc1nnon1,-9072.583984,1
O=c1[nH]cn[nH]1,-8638.191406,1
O=c1[nH]cno1,-9178.463867,1
O=c1[nH]nn[nH]1,-9074.019531,1
O=c1[nH]nno1,-9614.358398,1
O=c1ocno1,-9719.137695,1
O=c1onno1,-10154.5791,1
Oc1ccn[nH]1,-8200.520508,1
Oc1cn[nH]c1,-8200.353516,1
OC1=N[N]N[CH]1,-8636.970703,1
Oc1ncn[nH]1,-8637.831055,1
Oc1cc[nH]n1,-8200.675781,1
Oc1cn[nH]n1,-8637.126953,1
Oc1ccon1,-8740.832031,1
CC#C/C(C)=N/O,-8830.619141,1
C#CC/C(C)=N/O,-8830.261719,1
C/C(CC#N)=N\O,-9268.571289,1
C/C(CC=O)=N\O,-9841.947266,1
C/C(CCO)=N\O,-9874.237305,1
CCC/C(C)=N/O,-8896.794922,1
COC/C(C)=N/O,-9873.998047,1
CC(=N\O)/C(C)=N/O,-11346.84375,1
C/C(=N\O)C(N)=O,-10279.73926,1
C/C(=N\O)C(C)C,-8896.791992,1
C/C(=N\O)[C@@H](C)O,-9874.339844,1
CC1CC(=NO)C1,-8863.563477,1
CN1CC(=NO)C1,-9299.74707,1
ON=C1CC(O)C1,-9841.088867,1
C#CC(C#C)=NO,-8763.636719,1
C#C/C(CC)=N/O,-8830.241211,1
C#C/C(CO)=N/O,-9807.575195,1
CCC(CC)=NO,-8896.75,1
CC/C(CO)=N\O,-9874.269531,1
C[C@H]1CC/C1=N\O,-8863.5625,1
C[C@H]1NC/C1=N\O,-9299.970703,1
C[C@H]1OC/C1=N\O,-9840.951172,1
O/N=C1\CC[C@H]1O,-9841.058594,1
ON=C1CC=CC1,-8831.458984,1
O/N=C1\C=CCC1,-8831.59375,1
O/N=C1\C=CNC1,-9268.246094,1
ON=C1CCCC1,-8864.338867,1
O/N=C1/CCOC1,-9841.633789,1
C/C(=N\O)C1CC1,-8863.512695,1
C/C(=N\O)[C@H]1CN1,-9300.02832,1
C/C(=N\O)[C@H]1CO1,-9841,1
O/N=C1\C[C@H]2C[C@@H]12,-8830.161133,1
O/N=C1\C[C@H]2N[C@@H]12,-9266.466797,0
O/N=C1\C[C@H]2O[C@@H]12,-9807.488281,0
O/N=C1\CN2C[C@@H]12,-9266.49707,0
C#CC(F)(F)F,-11275.08301,0
N#CC(F)(F)F,-11713.08789,0
O=CC(F)(F)F,-12286.72949,0
NCC(F)(F)F,-11778.52734,0
OCC(F)(F)F,-12319.35742,0
CCC(F)(F)F,-11342.11035,0
Cc1c[nH]c(C)c1,-7855.682129,0
Cc1coc(C)c1,-8396.400391,0
Cc1cc(N)c[nH]1,-8292.240234,0
Cc1cc(N)co1,-8832.96875,0
Cc1cc(O)c[nH]1,-8833.147461,0
Cc1cc(O)co1,-9373.834961,0
Cc1c[nH]c(N)c1,-8292.271484,0
Cc1c[nH]c(O)c1,-8833.202148,0
Cc1c[nH]c(O)n1,-9270.541992,0
Cc1coc(N)c1,-8833.043945,0
Cc1coc(N)n1,-9270.34668,0
Cc1coc(O)n1,-9811.155273,0
Cc1c[nH]c(C)n1,-8292.827148,0
Cc1coc(C)n1,-8833.569336,0
Cc1nc(N)co1,-9270.232422,0
C[C]1N=C(O)[CH]N1,-9270.479492,0
Nc1c[nH]c(N)c1,-8728.831055,0
Nc1coc(N)c1,-9269.620117,0
Nc1cc(O)c[nH]1,-9269.737305,0
Nc1cc(O)co1,-9810.491211,0
Nc1c[nH]c(O)c1,-9269.762695,0
Nc1c[nH]c(O)n1,-9707.193359,0
Nc1coc(O)n1,-10247.83398,0
Nc1coc(N)n1,-9707.012695,0
N[C]1N=C(O)[CH]N1,-9707.176758,0
Oc1c[nH]c(O)c1,-9810.661133,0
Cc1ccc(C)[nH]1,-7855.735352,0
Cc1ccc(C)o1,-8396.506836,0
Cc1ccc(N)[nH]1,-8292.321289,0
Cc1ccc(N)o1,-8833.130859,0
Cc1ccc(O)[nH]1,-8833.246094,0
Cc1cnc(C)o1,-8833.606445,0
Cc1cnc(N)o1,-9270.367188,0
Cc1cnc(O)[nH]1,-9270.522461,0
Cc1cnc(O)o1,-9811.266602,0
Cc1ncc(N)o1,-9270.210938,0
Cc1ncc(O)[nH]1,-9270.27832,0
Nc1ccc(N)[nH]1,-8728.898438,0
Nc1ccc(N)o1,-9269.726563,0
Nc1ccc(O)[nH]1,-9269.820313,0
Nc1ccc(O)o1,-9810.635742,0
Nc1cnc(N)o1,-9706.956055,0
Nc1cnc(O)[nH]1,-9707.082031,0
Nc1cnc(O)o1,-10247.86719,0
Oc1ccc(O)[nH]1,-9810.710938,0
Oc1cnc(O)[nH]1,-10247.95313,0
Cc1c[nH]c(=O)[nH]1,-9270.998047,0
Cc1c[nH]c(=O)o1,-9811.78418,0
Cc1coc(=O)[nH]1,-9811.731445,0
Cc1coc(=O)o1,-10352.48633,0
Nc1c[nH]c(=O)[nH]1,-9707.546875,0
Nc1c[nH]c(=O)o1,-10248.375,0
Nc1coc(=O)[nH]1,-10248.28809,0
Nc1coc(=O)o1,-10789.08398,0
O=c1[nH]cc(O)[nH]1,-10248.4209,0
O=c1[nH]cc(O)o1,-10789.26563,0
O=c1occ(O)o1,-11329.93164,0
Cc1ccn(C)c1,-7855.409668,0
Cn1ccc(N)c1,-8291.974609,0
Cn1ccc(O)c1,-8832.881836,0
Cc1cn(C)cn1,-8292.504883,0
Cn1cnc(N)c1,-8729.177734,0
CN1[CH]N=C(O)[CH]1,-9270.168945,0
O=c1cc[nH]cc1,-8801.067383,0
O=c1cc[nH]cn1,-9237.966797,0
O=c1ccocc1,-9341.575195,0
O=c1ccocn1,-9778.537109,0
O=c1ncocn1,-10215.43555,0
N=c1cccco1,-8800.379883,0
[NH]C1=NC=C[CH]O1,-9237.067383,0
N=c1cncco1,-9236.907227,0
N=c1ccnco1,-9237.336914,0
[NH]C1=N[CH]N=CO1,-9674.104492,0
O=c1cccc[nH]1,-8801.495117,0
O=c1nccc[nH]1,-9238.231445,0
O=c1cncc[nH]1,-9237.990234,0
O=c1ccnc[nH]1,-9238.376953,0
O=C1[N]C=N[CH]N1,-9675.194336,0
O=c1cccco1,-9342.000977,0
O=c1nccco1,-9778.717773,0
O=c1cncco1,-9778.450195,0
O=c1ccnco1,-9778.929688,0
O=c1ncnco1,-10215.7207,0
Cc1ccccc1,-7386.76416,0
Cc1ccncc1,-7823.469238,0
Cc1cccnc1,-7823.448242,0
Cc1cnccn1,-8260.103516,0
Cc1cncnc1,-8260.202148,0
Cc1ccccn1,-7823.512207,0
Cc1ncccn1,-8260.313477,0
Cc1cnccn1,-8260.103516,0
Cc1ccncn1,-8260.297852,0
Nc1ccccc1,-7823.526855,0
Nc1cccnc1,-8260.197266,0
Nc1cnccn1,-8697.049805,0
Nc1cncnc1,-8696.943359,0
Nc1ccccn1,-8260.463867,0
Nc1ncccn1,-8697.422852,0
Nc1cnccn1,-8697.049805,0
Nc1ccncn1,-8697.345703,0
Oc1ccccc1,-8364.444336,0
Oc1ccncc1,-8801.19043,0
Oc1cccnc1,-8801.075195,0
Oc1cnccn1,-9238.029297,0
Oc1cncnc1,-9237.800781,0
Oc1ccccn1,-8801.491211,0
Oc1cnccn1,-9238.029297,0
Oc1ccncn1,-9238.314453,0
Cc1cc[nH]c1C,-7855.656738,0
Cc1ccoc1C,-8396.374023,0
Cc1nc[nH]c1C,-8292.740234,0
Cc1ncoc1C,-8833.496094,0
Cc1[nH]ccc1N,-8292.216797,0
Cc1occc1N,-8832.935547,0
Cc1ocnc1N,-9270.143555,0
Cc1cc[nH]c1N,-8292.267578,0
Cc1ccoc1N,-8832.995117,0
Cc1ncoc1N,-9270.103516,0
Cc1[nH]ccc1O,-8833.15625,0
Cc1occc1O,-9373.830078,0
C[C]1N[CH]N=C1O,-9270.410156,0
Cc1cc[nH]c1O,-8833.173828,0
Cc1nc[nH]c1O,-9270.210938,0
Nc1ccoc1N,-9269.613281,0
Nc1ncoc1N,-9706.739258,0
Nc1[nH]ccc1O,-9269.740234,0
Nc1occc1O,-9810.401367,0
N[C]1N[CH]N=C1O,-9706.983398,0
Nc1cc[nH]c1O,-9269.803711,0
Nc1nc[nH]c1O,-9706.914063,0
Nc1ccoc1O,-9810.429688,0
Oc1cc[nH]c1O,-9810.604492,0
O[C]1N[CH]N=C1O,-10247.79883,0
Cc1c[nH]cc1C,-7855.625977,0
Cc1c[nH]cc1N,-8292.189453,0
Cc1c[nH]cc1O,-8833.094727,0
Cc1cocc1C,-8396.287109,0
Cc1cocc1N,-8832.860352,0
Nc1c[nH]cc1N,-8728.768555,0
Nc1c[nH]cc1O,-9269.698242,0
Nc1cocc1N,-9269.449219,0
Oc1c[nH]cc1O,-9810.552734,0
Cc1cccn1C,-7855.446289,0
Cn1cccc1N,-8292.056641,0
Cn1cccc1O,-8832.980469,0
Cc1nccn1C,-8292.520508,0
Cn1ccnc1O,-9270.260742,0
Cc1cncn1C,-8292.474609,0
Cn1cncc1O,-9269.963867,0
Cn1cc[nH]c1=O,-9270.739258,0
Cn1ccoc1=O,-9811.452148,0
C#Cc1ccc[nH]1,-7789.217285,0
C#Cc1ccco1,-8329.773438,0
C#Cc1cnc[nH]1,-8226.170898,0
C#Cc1cnco1,-8766.763672,0
C#Cc1ncc[nH]1,-8226.107422,0
C#Cc1ncco1,-8766.683594,0
N#Cc1ccc[nH]1,-8227.469727,0
N#Cc1ccco1,-8767.950195,0
N#Cc1cnc[nH]1,-8664.37207,0
N#Cc1cnco1,-9204.881836,0
N#Cc1ncc[nH]1,-8664.283203,0
N#Cc1ncco1,-9204.767578,0
C#Cc1cc[nH]c1,-7789.174316,0
C#Cc1c[nH]cn1,-8226.105469,0
C#Cc1ccoc1,-8329.736328,0
C#Cc1cocn1,-8766.708008,0
N#Cc1cc[nH]c1,-8227.499023,0
N#Cc1c[nH]cn1,-8664.368164,0
N#Cc1ccoc1,-8767.986328,0
N#Cc1cocn1,-9204.892578,0
O=Cc1ccc[nH]1,-8800.942383,0
O=Cc1ccco1,-9341.472656,0
