atomic_number,logtest,ldalabel,gnumarker,gnucolor
6,-0.048001298,23,3,6737322
8,-0.063418123,8,5,6266528
8,-0.120320504,18,15,16738740
1,-0.076872838,2,5,10145074
1,-0.04162612,2,5,10145074
1,-0.018714367,2,5,10145074
1,-0.05344969,44,7,16738740
1,-0.053028569,12,15,9699539
1,-0.061292262,12,15,9699539
1,-0.105930191,12,15,9699539
1,-0.077790602,10,2,4734347
1,-0.051279158,40,5,16752762
1,-0.033728628,46,1,14381203
8,0.022364413,8,5,6266528
6,-0.038338344,23,3,6737322
8,-0.109224364,18,15,16738740
6,-0.030032512,2,5,10145074
6,-0.053905902,2,5,10145074
6,-0.019192117,22,5,3100495
8,-0.099545693,15,11,16758465
6,-0.081159099,2,5,10145074
6,-0.009038472,23,3,6737322
8,-0.012467525,8,5,6266528
8,-0.102241114,18,15,16738740
1,-0.013034944,46,1,14381203
1,-0.037899424,4,9,11529966
1,-0.029250588,4,9,11529966
1,-0.039493129,4,9,11529966
1,-0.059490327,4,9,11529966
1,0.010429108,4,9,11529966
1,-0.016803405,4,9,11529966
1,0.001097246,46,1,14381203
8,0.04184739,4,15,3978097
6,0.083262007,9,11,35723
6,0.033226752,9,11,35723
8,0.037876783,4,15,3978097
6,-0.024147184,9,11,35723
8,0.032440513,4,15,3978097
6,-0.047368954,23,3,6737322
8,-0.024456775,8,5,6266528
8,-0.120579805,18,15,16738740
6,-0.031380065,9,11,35723
8,0.047439078,4,15,3978097
6,-0.054410815,23,3,6737322
8,-0.017572823,8,5,6266528
8,-0.097126797,18,15,16738740
1,-0.031313221,40,5,16752762
1,-0.023254152,10,2,4734347
1,-0.014483866,10,2,4734347
1,-0.024121413,40,5,16752762
1,-0.028459103,10,2,4734347
1,-0.036599661,40,5,16752762
1,-0.03801598,46,1,14381203
1,-0.033241938,10,2,4734347
1,-0.019964827,40,5,16752762
1,-0.023422537,46,1,14381203
8,0.014808783,8,5,6266528
6,-0.017063045,23,3,6737322
8,-0.156425984,18,15,16738740
6,-0.080554245,2,5,10145074
6,-0.06456592,2,5,10145074
6,-0.121496209,2,5,10145074
6,-0.090442046,2,5,10145074
6,-0.077774075,2,5,10145074
6,-0.014242332,23,3,6737322
8,0.014538371,8,5,6266528
8,-0.116436043,18,15,16738740
1,0.019381597,46,1,14381203
1,-0.013800494,4,9,11529966
1,-0.02890496,4,9,11529966
1,-0.072506936,4,9,11529966
1,-0.010174846,4,9,11529966
1,-0.051111678,4,9,11529966
1,-0.063111087,4,9,11529966
1,-0.047963145,4,9,11529966
1,-0.098503743,4,9,11529966
1,-0.049854146,4,9,11529966
1,-0.039918795,4,9,11529966
1,0.010326785,46,1,14381203
6,-0.008058988,3,1,3329330
6,0.289415026,12,15,8900331
6,0.039986239,3,1,3329330
8,0.048854288,3,1,6737322
6,-0.009475012,2,5,10145074
6,0.039733646,23,3,6737322
8,0.068370941,8,5,6266528
8,-0.058088855,18,15,16738740
1,0.039624962,1,7,10025880
1,-0.029475163,1,7,10025880
1,0.030427195,1,7,10025880
1,-0.000555227,1,7,10025880
1,-2.94133E-05,1,7,10025880
1,-0.017382822,1,7,10025880
1,0.026732272,39,13,16767673
1,0.041919175,4,9,11529966
1,0.051280005,4,9,11529966
1,0.021299392,46,1,14381203
8,0.049041253,5,9,10025880
6,-0.055584554,5,1,11529966
6,-0.021298526,9,11,35723
8,0.032807882,1,7,16747520
6,-0.026097812,10,2,6591981
8,-0.02080624,1,7,16747520
6,-0.043624635,5,1,11529966
6,-0.017159403,9,11,35723
8,0.039142814,1,7,16747520
6,0.009054476,10,2,6591981
8,0.050721227,25,5,5597999
6,0.02745258,9,11,35723
8,0.126204033,4,15,3978097
6,0.021215121,9,11,35723
8,0.085319029,4,15,3978097
6,-0.0294999,9,11,35723
8,0.059130873,4,15,3978097
6,-0.02281834,9,11,35723
8,0.075724716,4,15,3978097
6,0.006618117,9,11,35723
8,0.029175012,4,15,3978097
6,-0.010763762,9,11,35723
8,0.064650144,4,15,3978097
1,-0.023213828,43,13,16758465
1,-0.024153251,6,3,9109643
1,-0.049047098,6,3,9109643
1,-0.008027777,10,2,4734347
1,0.007836938,11,3,1644912
1,-0.009470287,6,3,9109643
1,-0.040888978,6,3,9109643
1,-0.04244808,10,2,4734347
1,0.012717039,11,3,1644912
1,-0.022527598,57,2,15794160
1,0.010375073,10,2,4734347
1,-0.021578598,40,5,16752762
1,0.004933373,10,2,4734347
1,-0.023261144,40,5,16752762
1,-0.01183745,10,2,4734347
1,-0.024768511,40,5,16752762
1,9.02596E-05,10,2,4734347
1,-0.017320192,40,5,16752762
1,-0.02140851,10,2,4734347
1,-0.036978941,40,5,16752762
1,0.019905435,10,2,4734347
1,-0.026320071,40,5,16752762
8,0.01065583,8,5,6266528
6,-0.011028501,23,3,6737322
8,-0.080893016,18,15,16738740
6,-0.088884757,2,5,10145074
6,-0.031293494,2,5,10145074
6,-0.082730475,2,5,10145074
6,-0.028270516,26,1,16766720
8,-0.064234636,17,3,16716947
7,-0.040318293,12,7,15787660
6,-0.076769717,6,3,9109643
6,-0.033338797,23,3,6737322
8,-0.000824046,8,5,6266528
8,-0.090014238,18,15,16738740
1,0.001300417,46,1,14381203
1,-0.010682974,4,9,11529966
1,-0.030847894,4,9,11529966
1,-0.118085162,4,9,11529966
1,-0.056465671,4,9,11529966
1,-0.03124484,4,9,11529966
1,-0.076249358,4,9,11529966
1,-0.041296854,32,13,16753920
1,0.008163896,5,1,3978097
1,-0.024858932,5,1,3978097
1,-0.023621069,46,1,14381203
8,0.050138916,5,9,10025880
6,-0.097321526,5,1,11529966
6,-0.050305004,22,5,3100495
8,-0.079195376,15,11,16758465
6,-0.047335409,1,7,10025880
6,-0.030508363,2,5,10145074
6,-0.042944952,2,5,10145074
6,-0.109122731,1,7,10025880
6,-0.063839351,1,7,10025880
6,-0.053678911,2,5,10145074
6,-0.080138559,2,5,10145074
6,-0.109142462,18,13,9419919
6,-0.093777887,19,5,32768
6,-0.057819533,22,5,3100495
8,-0.075272701,15,11,16758465
6,-0.069659294,2,5,10145074
6,-0.075666379,2,5,10145074
6,-0.1724034,0,13,2263842
6,-0.085977554,3,1,3329330
6,-0.069546756,1,7,10025880
6,-0.049731206,9,11,35723
8,-0.0019659,4,15,3978097
6,-0.07045396,2,5,10145074
6,-0.114786033,0,13,2263842
6,-0.069880104,3,1,3329330
1,-0.030253462,43,13,16758465
1,-0.039107285,6,3,9109643
1,-0.042954619,6,3,9109643
1,-0.019523922,8,7,3100495
1,-0.05536516,4,9,11529966
1,-0.035436899,4,9,11529966
1,-0.044081901,4,9,11529966
1,-0.049764501,4,9,11529966
1,-0.037129617,8,7,3100495
1,-0.03696152,8,7,3100495
1,-0.07217776,4,9,11529966
1,-0.091846309,4,9,11529966
1,-0.079505389,4,9,11529966
1,-0.043031091,4,9,11529966
1,-0.07343403,12,15,9699539
1,-0.055481253,4,9,11529966
1,-0.041719508,4,9,11529966
1,-0.068047172,4,9,11529966
1,-0.059379799,4,9,11529966
1,-0.087956183,1,7,10025880
1,-0.069703805,1,7,10025880
1,-0.063181143,1,7,10025880
1,-0.036646305,8,7,3100495
1,-0.048461806,10,2,4734347
1,-0.06417079,40,5,16752762
1,-0.028728524,4,9,11529966
1,-0.049456198,4,9,11529966
1,-0.039950822,1,7,10025880
1,-0.056221789,1,7,10025880
1,-0.048015715,1,7,10025880
8,-0.073003995,8,5,6266528
6,-0.075771006,23,3,6737322
8,-0.114754965,18,15,16738740
6,-0.082361581,2,5,10145074
6,-0.058196883,18,13,9419919
6,-0.099845358,22,5,3100495
8,-0.042677905,7,2,11393254
6,-0.074941636,19,5,32768
6,-0.046308916,19,5,32768
6,-0.111518542,19,5,32768
6,-0.058347439,19,5,32768
1,-0.058137232,46,1,14381203
1,-0.081271688,4,9,11529966
1,-0.05099331,4,9,11529966
1,-0.064122916,44,7,16738740
1,-0.05437806,12,15,9699539
1,-0.025235033,12,15,9699539
1,-0.012759503,12,15,9699539
1,-0.1247749,12,15,9699539
8,0.064745885,5,9,10025880
6,-0.059386484,5,1,11529966
6,0.027142678,9,11,35723
8,0.066850814,4,15,3978097
6,0.033353349,9,11,35723
8,0.03607406,4,15,3978097
6,0.036870259,9,11,35723
8,0.041461803,4,15,3978097
6,-0.019045049,9,11,35723
8,0.057278199,4,15,3978097
6,-0.018605442,23,3,6737322
8,0.015241239,8,5,6266528
8,-0.082493988,18,15,16738740
1,-0.008393702,43,13,16758465
1,-0.005495015,6,3,9109643
1,-0.023974022,6,3,9109643
1,0.014873355,10,2,4734347
1,-0.030094762,40,5,16752762
1,-0.00310806,10,2,4734347
1,-0.014796701,40,5,16752762
1,-0.006191187,10,2,4734347
1,-0.032424679,40,5,16752762
1,-0.026934686,10,2,4734347
1,-0.042125803,40,5,16752762
1,-0.044677714,46,1,14381203
7,0.223171741,3,1,6737322
6,-0.048446726,6,3,9109643
6,-0.040489091,2,5,10145074
6,-0.029325169,2,5,10145074
6,-0.014403097,6,3,9109643
7,-0.062579719,12,7,15787660
6,-0.28515402,31,2,9662683
7,-0.079373379,8,3,6266528
7,-0.21399235,19,1,13047173
1,-0.013770711,24,5,16768685
1,-0.018324172,24,5,16768685
1,0.038713739,5,1,3978097
1,-0.055710975,5,1,3978097
1,-0.0415857,4,9,11529966
1,0.007721974,4,9,11529966
1,-0.052487586,4,9,11529966
1,-0.051070705,4,9,11529966
1,-0.046000335,5,1,3978097
1,-0.050743005,5,1,3978097
1,-0.051948383,32,13,16753920
1,-0.034385479,31,2,16032864
1,-0.045006726,31,2,16032864
1,-0.049366856,35,3,16770229
7,0.170625818,3,1,6737322
6,-0.159327301,6,3,9109643
6,-0.133959985,2,5,10145074
6,-0.129675089,18,13,9419919
6,-0.098122979,19,5,32768
6,-0.033369882,22,5,3100495
8,-0.043831364,7,2,11393254
6,-0.07764195,22,5,3100495
8,-0.024082419,7,2,11393254
6,-0.056164177,19,5,32768
6,-0.105521668,19,5,32768
1,-0.059290732,24,5,16768685
1,-0.054852031,24,5,16768685
1,-0.126885549,5,1,3978097
1,-0.11997586,5,1,3978097
1,-0.097508444,4,9,11529966
1,-0.072816072,4,9,11529966
1,-0.060893176,12,15,9699539
1,-0.063522983,44,7,16738740
1,-0.057685453,44,7,16738740
1,-0.046702618,12,15,9699539
1,-0.034253003,12,15,9699539
7,-0.100630043,8,3,6266528
6,-0.372657228,31,2,9662683
7,-0.129219437,18,15,16738740
6,-0.091243017,27,3,16711935
6,-0.055938997,33,1,8087790
7,-0.10320902,18,15,16738740
6,-0.125147181,34,15,14381203
7,-0.067517048,15,11,16758465
6,0.035053141,44,2,16119260
8,0.003000285,1,7,16747520
6,-0.019559294,9,11,35723
6,-0.028568039,5,1,11529966
8,0.102655391,5,9,10025880
6,-0.017496808,9,11,35723
8,0.033062155,4,15,3978097
6,-0.030148356,9,11,35723
8,0.006460087,4,15,3978097
6,-0.036831461,26,1,16766720
8,-0.08844371,17,3,16716947
7,-0.110165678,12,7,15787660
1,-0.04846017,31,2,16032864
1,-0.049000544,31,2,16032864
1,0.038390441,16,1,9055202
1,-0.012443652,55,9,16121850
1,-0.019461696,10,2,4734347
1,-0.000813697,6,3,9109643
1,-0.031735103,6,3,9109643
1,-0.024350293,43,13,16758465
1,0.029499502,10,2,4734347
1,-0.029813142,40,5,16752762
1,-0.020961958,10,2,4734347
1,-0.040340665,40,5,16752762
1,-0.049029673,32,13,16753920
7,0.215220103,2,11,16776960
6,-0.025191615,11,3,1644912
6,-0.031181711,2,5,10145074
6,-0.064036532,2,5,10145074
6,-0.053825287,6,3,9109643
7,-0.099251116,12,7,15787660
6,-0.242942665,31,2,9662683
7,-0.056415088,8,3,6266528
7,-0.224173198,19,1,13047173
6,-0.00128041,23,3,6737322
8,0.010771797,8,5,6266528
8,-0.099071616,18,15,16738740
1,-0.041809302,23,3,3468991
1,-0.042893666,23,3,3468991
1,-0.012257667,9,11,35723
1,-0.009100347,4,9,11529966
1,-0.048264088,4,9,11529966
1,-0.043300125,4,9,11529966
1,-0.061742855,4,9,11529966
1,-0.051771319,5,1,3978097
1,-0.057975104,5,1,3978097
1,-0.039672916,32,13,16753920
1,-0.024270307,31,2,16032864
1,-0.029232538,31,2,16032864
1,-0.06110518,35,3,16770229
1,-0.010245755,46,1,14381203
6,-0.10186885,3,1,3329330
6,-0.13399997,2,5,10145074
6,-0.125948511,2,5,10145074
6,-0.177847785,2,5,10145074
6,-0.16699512,2,5,10145074
6,-0.149540631,2,5,10145074
6,-0.117133861,2,5,10145074
6,-0.116271438,2,5,10145074
6,0.010734081,23,3,6737322
8,0.03109352,8,5,6266528
8,-0.082238226,18,15,16738740
1,-0.052973496,1,7,10025880
1,-0.079754608,1,7,10025880
1,-0.072224744,1,7,10025880
1,-0.050432062,4,9,11529966
1,-0.098297104,4,9,11529966
1,-0.069409955,4,9,11529966
1,-0.069417205,4,9,11529966
1,-0.082149619,4,9,11529966
1,-0.103770229,4,9,11529966
1,-0.084894767,4,9,11529966
1,-0.116966681,4,9,11529966
1,-0.087422618,4,9,11529966
1,-0.071571297,4,9,11529966
1,-0.101719025,4,9,11529966
1,-0.075447203,4,9,11529966
1,-0.083047685,4,9,11529966
1,-0.083730837,4,9,11529966
1,-0.00625965,46,1,14381203
6,-0.134532073,7,2,4620980
8,-0.054916094,1,7,16747520
6,-0.070746526,22,5,3100495
6,-0.038537924,19,5,32768
6,-0.094498943,18,13,9419919
6,-0.085291861,21,13,2003199
8,-0.108337629,16,1,16770273
6,-0.087095119,19,5,32768
6,-0.074135058,19,5,32768
6,-0.022299836,22,5,3100495
8,-0.022713358,7,2,11393254
1,-0.103833093,2,5,10145074
1,0.04145715,2,5,10145074
1,0.055161077,2,5,10145074
1,-0.117678531,12,15,9699539
1,-0.13186818,13,11,8421376
1,-0.070312839,12,15,9699539
1,-0.029291071,12,15,9699539
1,-0.011938022,44,7,16738740
8,-0.065599643,8,5,6266528
6,-0.067219131,23,3,6737322
8,-0.17828297,18,15,16738740
6,-0.091152215,18,13,9419919
6,-0.087162673,19,5,32768
6,-0.115778425,19,5,32768
6,-0.091987713,19,5,32768
6,-0.113109331,19,5,32768
6,-0.064855967,19,5,32768
1,0.047896156,46,1,14381203
1,-0.112470131,12,15,9699539
1,-0.046030615,12,15,9699539
1,-0.036023452,12,15,9699539
1,-0.03585528,12,15,9699539
1,-0.100706368,12,15,9699539
8,0.088595839,5,9,10025880
6,-0.027010174,5,1,11529966
6,-0.002521974,9,11,35723
8,0.068234993,4,15,3978097
6,0.033772179,9,11,35723
8,0.070080138,4,15,3978097
6,-0.000810246,9,11,35723
8,0.078302057,4,15,3978097
6,-0.002223073,9,11,35723
8,0.065656667,4,15,3978097
6,-0.026132118,5,1,11529966
8,0.097710181,5,9,10025880
1,0.006942811,43,13,16758465
1,-0.04171516,6,3,9109643
1,-0.002073378,6,3,9109643
1,-0.005130096,10,2,4734347
1,-0.011448763,40,5,16752762
1,0.094310688,10,2,4734347
1,0.001560955,40,5,16752762
1,-0.026325879,10,2,4734347
1,-0.016488619,40,5,16752762
1,-0.003932892,10,2,4734347
1,-0.0120814,40,5,16752762
1,-0.054262727,6,3,9109643
1,0.000685704,6,3,9109643
1,-0.023146782,43,13,16758465
6,0.106333476,3,1,3329330
6,-0.050521817,2,5,10145074
6,0.080004474,18,13,9419919
6,-0.128157225,49,5,16774638
6,0.018185423,23,3,6737322
8,0.083669087,8,5,6266528
8,-0.07539486,18,15,16738740
1,0.001145127,1,7,10025880
1,-0.030246625,1,7,10025880
1,0.021769117,1,7,10025880
1,-0.015808376,4,9,11529966
1,-0.043884022,4,9,11529966
1,0.036224085,56,7,7048739
1,0.01449128,56,7,7048739
1,-0.018586694,46,1,14381203
8,-0.015361867,8,5,6266528
6,-0.04485781,23,3,6737322
8,-0.102391928,18,15,16738740
6,-0.116880316,6,3,9109643
7,-0.042520073,12,7,15787660
6,-0.053647164,26,1,16766720
8,-0.112003501,17,3,16716947
6,-0.162423856,2,5,10145074
6,-0.106404517,2,5,10145074
6,-0.198941874,18,13,9419919
6,-0.138515775,19,5,32768
6,-0.157234195,19,5,32768
6,-0.111692276,19,5,32768
6,-0.147240909,19,5,32768
6,-0.149788671,19,5,32768
1,-0.011646025,46,1,14381203
1,-0.016424978,5,1,3978097
1,0.000570561,5,1,3978097
1,-0.040755517,32,13,16753920
1,-0.110921436,4,9,11529966
1,-0.137367596,4,9,11529966
1,-0.136975982,4,9,11529966
1,-0.116742238,4,9,11529966
1,-0.098802447,12,15,9699539
1,-0.050206197,12,15,9699539
1,-0.03945896,12,15,9699539
1,-0.051018673,12,15,9699539
1,-0.065554826,12,15,9699539
8,0.107451926,5,9,10025880
6,0.087055839,5,1,11529966
6,0.153482965,9,11,35723
8,0.106172822,4,15,3978097
6,0.034834256,5,1,11529966
8,0.135622352,5,9,10025880
1,0.026142199,43,13,16758465
1,0.113405221,6,3,9109643
1,0.112871667,6,3,9109643
1,0.078346222,10,2,4734347
1,0.031915974,40,5,16752762
1,0.088498543,6,3,9109643
1,0.167514578,6,3,9109643
1,0.036940383,43,13,16758465
7,0.001305493,8,3,6266528
6,-0.280614692,31,2,9662683
7,-0.033447959,8,3,6266528
7,-0.172233464,18,15,16738740
6,0.038595562,6,3,9109643
6,-0.040106634,2,5,10145074
6,-0.039322527,2,5,10145074
6,0.031930574,23,3,6737322
8,-0.011280694,8,5,6266528
8,-0.08281297,18,15,16738740
1,-0.025320551,31,2,16032864
1,-0.030633902,31,2,16032864
1,0.01769109,31,2,16032864
1,-0.020513528,31,2,16032864
1,-0.048863416,5,1,3978097
1,-0.065615247,5,1,3978097
1,-0.069351774,4,9,11529966
1,-0.073667026,4,9,11529966
1,-0.012987896,4,9,11529966
1,-0.03010721,4,9,11529966
1,0.006792004,46,1,14381203
7,-0.020088646,4,15,3978097
6,-0.065779009,33,1,8087790
6,-0.089276753,19,5,32768
6,-0.104939531,19,5,32768
6,-0.091029105,19,5,32768
6,-0.125538968,18,13,9419919
6,-0.086245825,19,5,32768
6,-0.070774118,23,3,6737322
8,-0.086797289,8,5,6266528
8,-0.212796982,18,15,16738740
1,-0.053457284,25,9,16776960
1,-0.044816251,25,9,16776960
1,-0.05294895,12,15,9699539
1,-0.055391486,12,15,9699539
1,-0.122133394,12,15,9699539
1,-0.134160965,12,15,9699539
1,0.06343099,46,1,14381203
6,-0.146397185,7,2,4620980
8,-0.05671093,1,7,16747520
6,-0.076878846,22,5,3100495
6,-0.056187565,22,5,3100495
8,-0.025909138,7,2,11393254
6,-0.083899654,19,5,32768
6,-0.109295623,19,5,32768
6,-0.171186723,18,13,9419919
6,-0.125869339,19,5,32768
6,-0.143547804,19,5,32768
6,-0.063389198,23,3,6737322
8,-0.090934914,8,5,6266528
8,-0.16039915,18,15,16738740
6,-0.105175479,19,5,32768
1,-0.003618199,2,5,10145074
1,-0.083034947,2,5,10145074
1,-0.104006644,2,5,10145074
1,-0.021845197,44,7,16738740
1,-0.065382086,12,15,9699539
1,-0.109604353,12,15,9699539
1,-0.175449526,12,15,9699539
1,-0.108331187,12,15,9699539
1,-0.010486672,46,1,14381203
1,-0.143612383,12,15,9699539
7,0.169362125,3,1,6737322
6,-0.026628951,6,3,9109643
6,-0.050721003,2,5,10145074
6,-0.054581551,33,1,8087790
6,-0.076626195,28,7,16738740
7,-0.000539275,12,7,15787660
6,-0.09479106,34,15,14381203
7,-0.112771641,18,15,16738740
1,-0.043104043,24,5,16768685
1,-0.049713953,24,5,16768685
1,-0.07647408,5,1,3978097
1,0.088833165,5,1,3978097
1,-0.044361159,4,9,11529966
1,-0.001985548,4,9,11529966
1,0.157332772,14,5,41690
1,-0.04816322,32,13,16753920
1,0.167493565,16,1,9055202
6,-0.074871616,8,7,8388736
7,-0.107065438,15,11,16758465
6,-0.257129723,34,15,14381203
7,-0.165452484,18,15,16738740
6,-0.118250935,27,3,16711935
6,-0.066802961,33,1,8087790
7,-0.11780242,18,15,16738740
6,-0.124039136,34,15,14381203
7,-0.084171353,15,11,16758465
6,0.057332527,44,2,16119260
8,-0.013027249,1,7,16747520
6,-0.027357135,9,11,35723
6,-0.033770679,5,1,11529966
8,0.111361535,5,9,10025880
6,-0.021181109,9,11,35723
8,0.061737589,4,15,3978097
6,-0.025004422,9,11,35723
8,0.001972592,4,15,3978097
6,-0.065162121,26,1,16766720
8,-0.087224462,17,3,16716947
1,-0.0403553,3,1,3329330
1,-0.021602051,3,1,3329330
1,-0.016579003,3,1,3329330
1,-0.032661614,16,1,9055202
1,0.044822494,16,1,9055202
1,-0.005046228,55,9,16121850
1,-0.023291256,10,2,4734347
1,0.000478157,6,3,9109643
1,-0.017598238,6,3,9109643
1,-0.020295134,43,13,16758465
1,0.004780714,10,2,4734347
1,-0.026691803,40,5,16752762
1,-0.034855853,10,2,4734347
1,-0.029242542,40,5,16752762
8,0.075466139,25,5,5597999
6,0.024739445,10,2,6591981
8,0.061324922,1,7,16747520
6,0.052713289,9,11,35723
6,0.021407601,9,11,35723
8,0.140207134,4,15,3978097
6,-0.030658392,23,3,6737322
8,-0.054291861,18,15,16738740
8,0.00362631,1,7,16747520
6,0.083703977,9,11,35723
6,0.026228495,9,11,35723
8,0.106762568,4,15,3978097
1,-0.025148952,57,2,15794160
1,0.108813619,11,3,1644912
1,0.113402285,10,2,4734347
1,0.017814128,10,2,4734347
1,-0.022488075,40,5,16752762
1,0.084030079,10,2,4734347
1,-0.026881157,10,2,4734347
1,-0.022433223,40,5,16752762
8,0.01730447,5,9,10025880
6,-0.06109538,5,1,11529966
6,-0.115904929,0,13,2263842
6,-0.085035187,2,5,10145074
6,-0.075199238,2,5,10145074
6,-0.063899374,1,7,10025880
6,-0.090754534,3,1,3329330
6,-0.087601571,1,7,10025880
6,-0.138431635,3,1,3329330
6,-0.093648845,1,7,10025880
6,-0.148509258,18,13,9419919
6,-0.209796727,19,5,32768
6,-0.090230028,2,5,10145074
6,-0.068815435,1,7,10025880
6,-0.121028775,0,13,2263842
6,-0.107397507,3,1,3329330
6,-0.092083732,2,5,10145074
6,-0.086449627,2,5,10145074
6,-0.036934145,9,11,35723
8,0.019316913,4,15,3978097
6,-0.066171303,0,13,2263842
6,-0.094769355,3,1,3329330
6,-0.107268815,3,1,3329330
6,-0.078525205,1,7,10025880
6,-0.080129954,2,5,10145074
6,-0.11664757,2,5,10145074
6,-0.107690672,0,13,2263842
6,-0.138863778,3,1,3329330
6,-0.135777628,0,13,2263842
6,-0.137893441,3,1,3329330
6,-0.091557954,2,5,10145074
6,-0.073175329,2,5,10145074
1,-0.015438917,43,13,16758465
1,-0.06998563,6,3,9109643
1,-0.083421219,6,3,9109643
1,-0.049456146,4,9,11529966
1,-0.061915679,4,9,11529966
1,-0.054678622,4,9,11529966
1,-0.044202021,4,9,11529966
1,-0.063515085,8,7,3100495
1,-0.054490925,1,7,10025880
1,-0.047603868,1,7,10025880
1,-0.040068604,1,7,10025880
1,-0.082070769,8,7,3100495
1,-0.119853182,1,7,10025880
1,-0.078267751,1,7,10025880
1,-0.073128912,1,7,10025880
1,-0.084608726,8,7,3100495
1,-0.0830775,12,15,9699539
1,-0.08592603,4,9,11529966
1,-0.116833709,4,9,11529966
1,-0.155995906,8,7,3100495
1,-0.100753724,1,7,10025880
1,-0.055646837,1,7,10025880
1,-0.072625539,1,7,10025880
1,-0.068845116,4,9,11529966
1,-0.065032846,4,9,11529966
1,-0.050751711,4,9,11529966
1,-0.052660166,4,9,11529966
1,-0.028049708,10,2,4734347
1,-0.02213701,40,5,16752762
1,-0.060345133,1,7,10025880
1,-0.042232646,1,7,10025880
1,-0.044788435,1,7,10025880
1,-0.054740224,1,7,10025880
1,-0.055006764,1,7,10025880
1,-0.043524921,1,7,10025880
1,-0.076994243,8,7,3100495
1,-0.051600895,4,9,11529966
1,-0.069472923,4,9,11529966
1,-0.042792002,4,9,11529966
1,-0.070843599,4,9,11529966
1,-0.070148049,1,7,10025880
1,-0.09351083,1,7,10025880
1,-0.074368324,1,7,10025880
1,-0.060420372,1,7,10025880
1,-0.086459914,1,7,10025880
1,-0.076460463,1,7,10025880
1,-0.077801003,4,9,11529966
1,-0.070246055,4,9,11529966
1,-0.066280022,4,9,11529966
1,-0.055996897,4,9,11529966
8,0.026099978,8,5,6266528
6,-0.055237116,23,3,6737322
8,-0.152753271,18,15,16738740
6,-0.086771681,2,5,10145074
6,-0.135872315,2,5,10145074
6,-0.137462698,2,5,10145074
6,-0.145983894,2,5,10145074
6,-0.185765999,18,13,9419919
6,-0.165641431,19,5,32768
6,-0.126233778,19,5,32768
6,-0.115741839,19,5,32768
6,-0.16067192,19,5,32768
6,-0.143644692,19,5,32768
1,-0.003373939,46,1,14381203
1,-0.063963053,4,9,11529966
1,-0.053880844,4,9,11529966
1,-0.098837396,4,9,11529966
1,-0.21572894,4,9,11529966
1,-0.122450073,4,9,11529966
1,-0.103016926,4,9,11529966
1,-0.147532304,4,9,11529966
1,-0.118939873,4,9,11529966
1,-0.091235632,12,15,9699539
1,-0.052871825,12,15,9699539
1,-0.051971844,12,15,9699539
1,-0.086647785,12,15,9699539
1,-0.104984903,12,15,9699539
8,0.008237754,8,5,6266528
6,0.035209723,23,3,6737322
8,-0.098089296,18,15,16738740
6,-0.101723094,2,5,10145074
6,-0.146217068,2,5,10145074
6,-0.133070087,2,5,10145074
6,-0.139098331,2,5,10145074
6,-0.17243221,2,5,10145074
6,-0.140503823,2,5,10145074
6,-0.165041437,2,5,10145074
6,-0.145580637,2,5,10145074
6,-0.158080397,2,5,10145074
6,-0.192809929,2,5,10145074
6,-0.167140794,2,5,10145074
6,-0.155984241,2,5,10145074
6,-0.130262957,2,5,10145074
6,-0.110662096,2,5,10145074
6,0.011598513,23,3,6737322
8,-0.14645514,18,15,16738740
8,0.016497624,8,5,6266528
1,-0.014068987,46,1,14381203
1,-0.085942914,4,9,11529966
1,-0.101097785,4,9,11529966
1,-0.064833247,4,9,11529966
1,-0.06432158,4,9,11529966
1,-0.066857039,4,9,11529966
1,-0.06734769,4,9,11529966
1,-0.073410361,4,9,11529966
1,-0.096812034,4,9,11529966
1,-0.126042784,4,9,11529966
1,-0.100851599,4,9,11529966
1,-0.115433598,4,9,11529966
1,-0.087717834,4,9,11529966
1,-0.089069094,4,9,11529966
1,-0.079165555,4,9,11529966
1,-0.086655963,4,9,11529966
1,-0.093996491,4,9,11529966
1,-0.102468021,4,9,11529966
1,-0.106441372,4,9,11529966
1,-0.089871684,4,9,11529966
1,-0.128107876,4,9,11529966
1,-0.096285708,4,9,11529966
1,-0.082365762,4,9,11529966
1,-0.065071434,4,9,11529966
1,-0.079599519,4,9,11529966
1,-0.046568812,4,9,11529966
1,-0.113000027,4,9,11529966
1,-0.091281499,4,9,11529966
1,-0.048454342,4,9,11529966
1,0.019306453,46,1,14381203
8,0.084492571,5,9,10025880
6,-0.035282537,5,1,11529966
6,-0.017945265,9,11,35723
8,0.028125236,1,7,16747520
6,-0.024695073,10,2,6591981
8,-0.057070632,1,7,16747520
6,-0.100724635,22,5,3100495
6,-0.092233284,18,13,9419919
6,-0.067396677,5,1,11529966
8,0.060027214,5,9,10025880
6,-0.106503585,19,5,32768
6,-0.09059625,19,5,32768
6,-0.090550424,19,5,32768
6,-0.056181122,19,5,32768
6,-0.039001208,9,11,35723
8,0.018278627,4,15,3978097
6,-0.020667785,9,11,35723
8,0.064814501,4,15,3978097
6,-0.001200951,9,11,35723
8,0.086741065,4,15,3978097
1,-0.02182582,43,13,16758465
1,-0.041276949,6,3,9109643
1,-0.044779543,6,3,9109643
1,-0.00606395,10,2,4734347
1,-0.107272547,11,3,1644912
1,-0.081463056,6,3,9109643
1,-0.107316144,6,3,9109643
1,-0.037806454,43,13,16758465
