Target,
3,12384
1,12385
3,12385
8,12385
8,12386
1,12386
4,12386
8,12387
3,12387
8,12387
8,12388
5,12388
8,12388
8,12389
1,12389
8,12389
8,12390
1,12390
4,12390
8,12390
8,12391
1,12393
3,12394
8,12395
3,12395
5,12396
1,12397
3,12397
8,12398
3,12398
1,12399
8,12399
3,12399
8,12400
5,12400
5,12401
8,12402
8,12402
3,12402
8,12403
8,12403
8,12405
8,12406
8,12407
8,12407
1,12408
1,12409
8,12409
1,12410
8,12410
1,12411
8,12411
8,12411
8,12412
8,12412
8,12412
3,12413
5,12414
1,12415
1,12416
4,12416
3,12417
1,12418
3,12418
1,12419
1,12420
4,12420
1,12421
3,12421
1,12422
1,12423
5,12423
1,12424
1,12424
1,12425
1,12425
4,12425
1,12426
1,12427
4,12427
9,12428
3,12428
9,12429
5,12429
9,12430
1,12430
9,12431
1,12431
4,12431
9,12432
3,12432
9,12433
1,12433
3,12433
8,12434
1,12435
8,12435
1,12436
8,12436
9,12438
1,12439
1,12440
1,12441
9,12441
1,12442
1,12443
9,12443
1,12444
1,12444
1,12445
8,12446
9,12446
8,12447
1,12447
9,12447
1,12451
1,12452
1,12456
1,12457
1,12459
9,12460
9,12461
9,12462
9,12463
9,12464
1,12464
9,12465
1,12465
2,12466
5,12467
1,12468
2,12468
2,12469
2,12470
1,12471
2,12471
9,12472
2,12472
9,12473
2,12473
9,12474
1,12474
2,12474
9,12475
1,12476
1,12477
1,12478
9,12478
7,12479
1,12480
7,12480
7,12481
7,12482
1,12483
7,12483
9,12485
1,12486
1,12487
1,12488
9,12488
1,12489
1,12490
9,12490
1,12491
1,12492
1,12492
1,12493
7,12494
9,12494
7,12495
1,12495
9,12495
1,12497
1,12498
1,12500
9,12501
9,12502
1,12502
1,12504
1,12505
1,12506
9,12507
9,12508
1,12508
1,12510
1,12511
1,12513
9,12514
9,12515
1,12515
1,12517
1,12518
1,12519
1,12520
1,12520
1,12521
1,12522
1,12522
1,12523
1,12523
1,12524
1,12525
1,12526
1,12526
1,12527
1,12528
1,12529
1,12529
9,12530
9,12531
1,12531
9,12532
1,12532
9,12533
1,12533
9,12534
1,12534
1,12534
1,12536
1,12537
1,12538
9,12539
9,12540
9,12541
1,12541
1,12542
1,12544
1,12545
9,12546
9,12547
1,12547
1,12549
1,12550
1,12551
9,12552
9,12553
1,12553
1,12555
1,12556
1,12557
1,12558
1,12558
1,12559
1,12560
1,12560
1,12561
1,12562
1,12562
1,12563
1,12563
1,12564
1,12564
9,12565
9,12566
1,12566
9,12567
1,12567
9,12568
1,12568
9,12569
1,12569
1,12569
8,12570
1,12571
8,12571
9,12573
1,12574
8,12575
9,12575
8,12576
1,12577
8,12577
9,12579
1,12580
8,12581
9,12581
8,12582
1,12583
8,12583
1,12584
8,12584
1,12585
8,12585
1,12586
1,12586
8,12586
9,12588
1,12589
1,12590
1,12591
9,12591
1,12592
1,12593
9,12593
1,12594
1,12594
1,12595
8,12596
9,12596
8,12597
1,12597
9,12597
8,12598
1,12598
9,12598
1,12604
1,12605
1,12606
1,12607
1,12609
9,12610
9,12611
9,12612
9,12613
1,12613
9,12614
1,12614
2,12615
5,12616
2,12617
1,12618
2,12618
1,12619
2,12619
9,12620
2,12620
7,12621
7,12622
1,12623
7,12623
1,12624
7,12624
9,12626
1,12627
1,12628
1,12629
9,12629
1,12630
1,12631
9,12631
1,12632
1,12632
1,12633
9,12633
1,12634
1,12634
1,12635
1,12635
9,12635
7,12636
9,12636
7,12637
1,12637
9,12637
8,12638
3,12638
8,12639
5,12639
8,12640
1,12640
8,12641
1,12641
4,12641
3,12642
3,12643
9,12643
5,12644
5,12645
9,12645
1,12646
1,12647
1,12648
9,12648
1,12649
4,12649
1,12650
4,12650
1,12651
4,12651
9,12651
3,12652
3,12653
8,12654
5,12654
8,12655
1,12655
8,12656
1,12656
4,12656
9,12657
1,12658
1,12659
4,12659
8,12660
3,12660
9,12660
8,12661
9,12661
8,12662
5,12662
9,12662
8,12663
1,12663
9,12663
8,12664
1,12664
4,12664
9,12664
8,12665
8,12665
9,12667
8,12668
8,12669
9,12669
1,12670
1,12671
9,12671
8,12672
8,12673
9,12673
8,12674
1,12675
8,12675
1,12676
8,12676
9,12676
8,12677
8,12678
8,12678
9,12678
3,12679
3,12680
3,12681
1,12682
3,12682
9,12683
3,12683
3,12684
5,12685
1,12686
1,12687
4,12687
1,12688
3,12688
3,12689
3,12690
5,12691
1,12692
1,12693
4,12693
1,12694
3,12694
1,12695
5,12695
1,12696
1,12696
1,12697
1,12697
4,12697
1,12698
4,12698
9,12699
3,12699
9,12700
5,12700
9,12701
1,12701
9,12702
1,12702
4,12702
9,12703
3,12703
9,12704
1,12704
3,12704
1,12705
9,12707
1,12709
8,12710
8,12711
1,12712
8,12712
9,12714
1,12716
8,12717
9,12717
8,12718
1,12719
8,12719
8,12720
8,12721
1,12722
8,12722
9,12724
1,12725
1,12726
1,12727
9,12727
1,12728
1,12729
9,12729
1,12730
1,12731
1,12731
8,12732
9,12732
8,12733
1,12733
9,12733
1,12734
1,12735
3,12736
3,12737
5,12738
5,12739
3,12740
3,12741
3,12742
1,12742
3,12743
1,12743
5,12744
5,12745
4,12746
1,12746
4,12747
1,12747
1,12748
2,12748
1,12749
5,12749
1,12750
1,12750
4,12750
1,12751
3,12751
1,12752
5,12752
1,12753
1,12753
1,12754
1,12754
4,12754
2,12755
3,12755
2,12756
5,12756
2,12757
1,12757
4,12757
2,12758
3,12758
2,12759
1,12759
3,12759
2,12760
5,12760
5,12761
3,12761
5,12762
5,12762
5,12763
1,12763
4,12763
4,12764
1,12764
3,12764
4,12765
1,12765
5,12765
4,12766
1,12766
1,12766
4,12766
3,12767
5,12768
1,12769
1,12770
4,12770
3,12771
1,12772
3,12772
8,12774
1,12775
1,12776
1,12777
8,12777
1,12781
1,12782
1,12783
1,12784
8,12786
8,12787
8,12788
8,12789
1,12789
8,12790
1,12790
2,12791
5,12792
1,12793
4,12793
2,12794
1,12795
2,12795
1,12796
2,12796
1,12797
5,12797
1,12798
1,12798
1,12799
1,12799
4,12799
8,12800
2,12800
8,12801
5,12801
8,12802
1,12802
8,12803
1,12803
4,12803
8,12804
1,12804
2,12804
5,12805
8,12806
1,12807
1,12808
1,12809
8,12809
3,12810
5,12811
1,12812
1,12813
4,12813
3,12814
1,12815
3,12815
5,12816
1,12817
1,12818
4,12818
1,12819
3,12819
1,12820
5,12820
1,12821
1,12821
1,12822
1,12822
4,12822
1,12823
3,12823
1,12824
5,12824
1,12825
1,12825
1,12826
1,12826
4,12826
1,12827
3,12827
1,12828
1,12828
3,12828
7,12829
3,12829
7,12830
5,12830
7,12831
1,12831
7,12832
1,12832
4,12832
7,12833
3,12833
7,12834
1,12834
3,12834
7,12835
5,12835
7,12836
1,12837
7,12837
1,12838
7,12838
8,12840
1,12841
1,12842
1,12843
8,12843
1,12844
1,12845
8,12845
1,12846
1,12846
1,12847
1,12848
8,12848
1,12849
1,12849
1,12850
1,12850
1,12851
1,12851
8,12851
7,12852
8,12852
7,12853
1,12853
8,12853
3,12855
3,12856
1,12856
3,12857
1,12857
5,12858
3,12859
3,12860
3,12861
1,12861
3,12862
1,12862
5,12863
2,12864
2,12865
3,12865
2,12866
3,12866
1,12866
2,12867
3,12867
1,12867
2,12868
5,12868
1,12870
1,12871
1,12873
1,12874
1,12877
1,12878
8,12879
8,12880
1,12880
8,12881
1,12881
8,12882
8,12883
1,12883
8,12884
1,12884
2,12885
2,12886
1,12886
2,12887
1,12887
2,12888
5,12889
5,12890
1,12890
8,12891
2,12891
8,12892
2,12892
1,12892
8,12893
2,12893
1,12893
3,12894
3,12895
1,12895
3,12896
1,12896
5,12897
5,12898
5,12899
1,12899
5,12900
1,12900
5,12901
1,12902
4,12902
1,12903
4,12903
1,12904
4,12904
1,12904
1,12905
4,12905
1,12905
1,12906
4,12906
7,12907
3,12907
7,12908
3,12908
1,12908
7,12909
3,12909
1,12909
7,12910
5,12910
7,12911
7,12912
1,12912
7,12913
1,12913
1,12915
1,12916
8,12917
8,12918
1,12918
8,12919
1,12919
1,12920
1,12921
1,12921
1,12922
1,12922
7,12923
8,12923
7,12924
8,12924
1,12924
7,12925
8,12925
1,12925
1,12927
1,12928
1,12930
1,12931
1,12932
1,12933
1,12935
1,12936
1,12937
1,12938
1,12939
1,12939
1,12941
1,12942
1,12945
1,12946
1,12947
1,12947
2,12948
2,12949
1,12949
2,12950
1,12950
2,12951
1,12951
1,12952
1,12952
1,12953
1,12953
2,12954
2,12955
1,12955
2,12956
1,12956
2,12957
1,12957
2,12958
1,12958
2,12959
1,12959
1,12959
5,12960
5,12961
1,12961
5,12962
1,12962
4,12963
1,12963
4,12964
1,12964
1,12964
4,12965
1,12965
1,12965
1,12967
1,12968
1,12969
1,12970
1,12970
1,12972
1,12973
7,12974
7,12975
1,12975
7,12976
1,12976
1,12977
1,12978
1,12978
1,12979
7,12980
1,12980
1,12982
1,12983
1,12984
1,12985
1,12985
1,12986
1,12987
1,12987
1,12988
1,12988
1,12989
1,12990
1,12990
1,12991
1,12991
7,12992
7,12993
1,12993
7,12994
1,12994
7,12995
1,12995
7,12996
1,12996
1,12996
1,12998
1,12999
1,13001
1,13002
1,13004
1,13006
1,13009
1,13010
1,13012
1,13013
1,13015
1,13016
1,13017
1,13017
1,13018
1,13018
1,13020
1,13021
1,13022
1,13022
1,13023
1,13023
2,13025
2,13026
1,13026
2,13027
1,13027
5,13028
5,13029
1,13029
5,13030
5,13031
1,13031
4,13032
1,13032
1,13033
1,13033
2,13034
2,13035
1,13035
2,13036
5,13037
4,13038
1,13038
4,13039
1,13039
1,13039
1,13040
1,13041
1,13041
2,13042
2,13043
1,13043
2,13044
1,13044
5,13045
4,13046
1,13046
4,13047
1,13047
1,13047
1,13048
1,13048
1,13049
1,13049
2,13050
2,13051
1,13051
2,13052
1,13052
2,13053
1,13053
1,13053
2,13054
1,13054
1,13054
5,13055
5,13056
1,13056
4,13057
1,13057
4,13058
1,13058
1,13058
4,13059
1,13059
1,13059
1,13061
1,13062
1,13064
1,13066
1,13067
1,13069
1,13070
1,13071
1,13071
1,13072
1,13072
1,13074
1,13075
1,13076
1,13076
1,13078
1,13079
1,13080
1,13081
1,13082
1,13083
1,13083
1,13084
1,13084
7,13085
7,13086
1,13086
7,13087
1,13087
1,13089
1,13090
1,13091
1,13091
1,13092
1,13093
1,13093
7,13094
7,13095
1,13095
1,13097
1,13098
1,13099
1,13100
1,13100
1,13101
1,13102
1,13102
1,13103
1,13103
7,13104
7,13105
1,13105
7,13106
1,13106
1,13108
1,13109
1,13110
1,13110
1,13111
1,13111
1,13112
1,13113
1,13113
1,13114
1,13114
1,13115
1,13116
1,13116
1,13117
1,13117
1,13118
1,13118
1,13118
1,13119
1,13119
1,13119
7,13120
7,13121
1,13121
7,13122
1,13122
7,13123
1,13123
1,13123
7,13124
1,13124
1,13124
8,13126
8,13128
8,13128
8,13135
8,13136
8,13137
8,13137
8,13138
8,13138
2,13139
5,13140
1,13141
4,13141
2,13142
2,13143
8,13144
2,13144
8,13145
5,13145
8,13146
1,13146
8,13147
1,13147
4,13147
8,13148
8,13148
2,13148
8,13149
8,13149
5,13149
8,13150
8,13150
1,13150
8,13151
8,13151
1,13151
4,13151
7,13152
7,13153
7,13154
8,13155
7,13155
8,13157
8,13159
8,13159
1,13161
1,13162
8,13162
1,13163
8,13163
8,13163
1,13164
1,13165
8,13165
1,13166
1,13167
8,13167
8,13167
7,13168
8,13168
8,13168
5,13169
3,13170
5,13170
3,13171
1,13171
3,13172
1,13172
4,13172
3,13173
1,13173
3,13173
5,13174
5,13175
5,13175
5,13176
3,13176
5,13177
5,13177
5,13178
1,13178
5,13179
1,13179
4,13179
5,13180
3,13180
5,13181
1,13181
3,13181
5,13182
5,13183
5,13183
3,13184
5,13185
1,13186
1,13187
4,13187
3,13188
1,13189
3,13189
5,13190
8,13191
3,13191
8,13192
5,13192
8,13193
1,13193
8,13194
1,13194
4,13194
8,13195
3,13195
8,13196
1,13196
3,13196
5,13197
1,13198
1,13199
4,13199
8,13201
1,13202
1,13203
1,13204
8,13204
8,13205
8,13206
8,13206
8,13207
1,13207
8,13208
1,13208
8,13209
1,13209
8,13209
3,13210
8,13210
3,13211
8,13211
3,13212
1,13212
8,13212
3,13213
5,13214
5,13215
5,13216
1,13217
3,13217
1,13218
5,13218
1,13219
3,13219
1,13220
5,13220
3,13221
5,13222
5,13223
8,13223
5,13224
8,13224
5,13225
1,13225
8,13225
8,13227
1,13229
8,13232
1,13235
8,13238
8,13239
8,13241
8,13242
1,13243
1,13244
8,13244
1,13245
8,13245
8,13247
8,13248
8,13249
8,13250
8,13250
8,13251
8,13251
2,13252
2,13253
8,13253
2,13254
2,13255
2,13256
1,13256
2,13257
8,13258
2,13258
5,13259
8,13260
2,13260
1,13261
8,13261
2,13261
5,13262
8,13262
8,13263
2,13263
8,13264
2,13264
8,13264
3,13265
3,13266
5,13267
5,13268
3,13269
3,13270
1,13271
3,13271
1,13272
3,13272
3,13273
3,13274
8,13275
3,13275
8,13276
3,13276
3,13277
2,13277
5,13278
2,13278
3,13279
2,13279
1,13280
3,13280
2,13280
3,13281
2,13281
8,13282
3,13282
2,13282
3,13283
7,13283
5,13284
7,13284
3,13285
7,13285
1,13286
3,13286
7,13286
3,13287
3,13288
8,13288
3,13289
3,13290
3,13291
1,13291
5,13292
3,13293
7,13293
5,13294
5,13295
8,13295
5,13296
5,13297
5,13298
1,13298
5,13299
1,13300
4,13300
1,13301
4,13301
8,13301
1,13302
4,13302
1,13303
4,13303
1,13304
4,13304
1,13304
1,13305
4,13305
7,13306
3,13306
8,13306
7,13307
7,13308
8,13308
7,13309
7,13310
1,13310
7,13311
8,13312
7,13312
8,13313
7,13313
1,13314
8,13314
7,13314
8,13316
1,13318
8,13319
8,13320
8,13320
8,13321
8,13322
8,13323
1,13323
8,13324
7,13324
1,13325
1,13326
8,13326
1,13327
1,13328
1,13329
1,13329
7,13330
8,13330
8,13330
8,13332
1,13335
1,13341
1,13342
8,13345
8,13346
2,13347
2,13348
1,13349
2,13349
2,13350
8,13351
2,13351
1,13355
1,13356
1,13360
1,13361
8,13364
8,13365
8,13366
8,13367
1,13367
8,13368
1,13368
2,13369
5,13370
1,13371
4,13371
1,13372
2,13372
2,13373
5,13374
1,13375
4,13375
1,13376
2,13376
1,13377
5,13377
1,13378
1,13378
1,13379
1,13379
4,13379
2,13380
5,13381
1,13382
4,13382
8,13383
2,13383
8,13384
5,13384
8,13385
1,13385
8,13386
1,13386
4,13386
8,13387
1,13387
2,13387
1,13388
1,13389
8,13389
7,13390
7,13391
1,13392
7,13392
8,13394
1,13397
7,13398
7,13399
8,13399
1,13400
1,13401
8,13401
7,13402
1,13403
7,13403
7,13404
1,13405
7,13405
8,13407
1,13409
1,13411
1,13412
8,13412
1,13413
1,13414
8,13414
1,13415
1,13416
1,13417
1,13417
7,13418
1,13419
1,13420
8,13420
1,13421
1,13422
1,13422
1,13423
7,13424
8,13424
7,13425
1,13425
8,13425
3,13426
3,13427
3,13428
3,13429
3,13430
1,13430
3,13431
1,13431
5,13432
5,13433
5,13434
5,13435
5,13436
5,13437
5,13438
1,13438
5,13439
1,13439
5,13440
5,13441
3,13442
2,13442
3,13443
5,13443
3,13444
2,13444
3,13445
1,13445
2,13445
5,13446
2,13446
5,13447
2,13447
5,13448
5,13448
5,13449
2,13449
5,13450
1,13450
2,13450
5,13451
2,13451
1,13456
1,13457
8,13460
8,13461
8,13462
8,13463
8,13464
1,13464
8,13465
1,13465
2,13467
5,13468
2,13469
1,13470
2,13470
2,13471
8,13472
2,13472
8,13473
5,13473
8,13474
2,13474
8,13475
1,13475
2,13475
3,13476
7,13476
3,13477
7,13477
3,13478
1,13478
7,13478
5,13479
7,13479
3,13480
5,13481
5,13482
5,13483
3,13484
5,13485
1,13486
3,13486
1,13487
5,13487
3,13488
5,13489
1,13490
3,13490
1,13491
5,13491
5,13492
7,13492
5,13493
7,13493
5,13494
1,13494
7,13494
5,13495
7,13495
7,13496
7,13497
1,13498
7,13498
7,13499
8,13500
7,13500
8,13501
7,13501
8,13502
1,13502
7,13502
8,13504
8,13505
1,13506
1,13507
8,13507
8,13508
1,13509
1,13510
8,13510
3,13511
3,13512
1,13512
3,13513
3,13514
3,13515
1,13515
5,13516
5,13517
1,13517
5,13518
5,13519
5,13520
1,13520
4,13521
4,13521
3,13522
3,13523
1,13523
5,13524
5,13525
5,13526
1,13526
5,13527
3,13528
3,13529
1,13529
3,13530
1,13530
5,13531
5,13532
5,13533
1,13533
5,13534
1,13534
5,13535
5,13536
3,13537
3,13538
1,13538
3,13539
1,13539
3,13540
1,13540
1,13540
3,13541
1,13541
1,13541
5,13542
5,13543
5,13544
1,13544
5,13545
1,13545
5,13546
1,13546
1,13546
5,13547
1,13547
1,13547
5,13548
1,13550
1,13551
8,13552
8,13553
1,13553
8,13554
1,13554
1,13556
8,13557
8,13558
1,13558
1,13560
1,13561
8,13562
8,13563
1,13563
8,13564
1,13564
1,13566
1,13567
1,13568
1,13568
1,13569
1,13569
8,13570
8,13571
1,13571
8,13572
1,13572
8,13573
1,13573
1,13573
8,13574
1,13574
1,13574
8,13576
8,13578
8,13578
8,13579
8,13580
8,13580
8,13581
8,13582
8,13582
8,13582
3,13583
8,13583
8,13583
3,13584
5,13585
5,13586
5,13587
3,13588
5,13589
8,13590
3,13590
8,13591
5,13591
5,13592
8,13592
8,13592
1,13593
1,13594
1,13595
1,13595
1,13596
1,13596
3,13597
3,13598
1,13598
3,13599
1,13599
3,13600
3,13601
1,13601
3,13602
1,13602
3,13603
1,13603
1,13603
5,13604
5,13605
1,13605
5,13606
1,13606
4,13607
1,13607
4,13608
1,13608
4,13609
1,13609
1,13609
4,13610
1,13610
1,13610
1,13612
1,13613
1,13614
1,13615
1,13615
1,13616
1,13617
1,13617
1,13618
1,13618
1,13619
8,13620
8,13621
1,13621
8,13622
1,13622
8,13623
1,13623
8,13624
1,13624
8,13625
1,13625
1,13625
1,13627
1,13628
1,13630
1,13632
1,13633
1,13635
1,13637
1,13638
1,13638
2,13639
2,13640
1,13640
2,13641
1,13641
2,13642
2,13643
1,13643
2,13644
5,13645
5,13646
1,13646
4,13647
1,13647
4,13648
1,13648
1,13648
1,13650
1,13651
1,13653
1,13656
1,13657
1,13658
1,13659
1,13660
1,13660
1,13661
1,13662
1,13662
1,13663
1,13663
1,13664
1,13665
1,13665
1,13666
7,13667
7,13668
1,13668
7,13669
1,13669
7,13670
7,13671
1,13671
7,13672
1,13674
1,13675
1,13677
1,13678
1,13679
1,13679
1,13681
1,13682
1,13684
1,13685
1,13686
1,13686
2,13687
2,13688
1,13688
2,13689
1,13689
2,13690
2,13691
1,13691
2,13692
1,13692
2,13693
1,13693
1,13693
5,13694
5,13695
1,13695
1,13697
1,13698
1,13699
1,13700
1,13701
1,13701
1,13702
1,13703
1,13704
1,13704
1,13705
1,13705
7,13706
7,13707
1,13707
7,13708
1,13708
7,13709
7,13710
1,13710
7,13711
1,13711
7,13712
1,13712
1,13712
1,13714
1,13715
1,13716
1,13717
1,13717
1,13719
1,13720
1,13721
1,13722
1,13723
1,13723
1,13724
1,13724
1,13726
1,13727
1,13728
1,13728
1,13729
1,13730
1,13730
1,13731
1,13732
1,13732
1,13733
1,13733
1,13734
1,13734
1,13734
1,13736
1,13737
8,13738
8,13739
1,13739
8,13740
1,13740
1,13741
8,13742
8,13742
8,13743
8,13743
1,13743
8,13744
8,13744
1,13744
3,13745
5,13746
1,13747
1,13748
4,13748
3,13749
1,13750
3,13750
3,13751
5,13752
1,13753
1,13754
4,13754
1,13755
3,13755
1,13756
1,13757
5,13757
1,13758
1,13758
1,13759
1,13759
4,13759
3,13760
5,13761
1,13762
1,13763
4,13763
8,13764
3,13764
8,13765
5,13765
8,13766
1,13766
8,13767
1,13767
4,13767
8,13768
3,13768
8,13769
1,13769
3,13769
8,13771
1,13772
1,13773
1,13774
8,13774
8,13775
1,13776
8,13776
8,13777
1,13778
1,13779
1,13780
8,13780
1,13781
1,13781
1,13782
8,13782
1,13783
8,13784
8,13785
8,13785
8,13786
1,13786
8,13786
3,13787
3,13788
1,13788
3,13789
1,13789
3,13790
3,13791
1,13791
3,13792
5,13793
5,13794
1,13794
5,13795
1,13795
5,13796
5,13797
1,13797
5,13798
4,13799
4,13799
1,13801
1,13802
1,13803
8,13804
8,13805
1,13805
8,13806
1,13806
8,13807
8,13808
1,13808
8,13809
1,13810
1,13812
1,13813
8,13814
8,13815
1,13815
1,13817
1,13818
1,13820
8,13821
8,13822
1,13822
8,13823
1,13823
1,13825
1,13826
1,13827
1,13827
1,13828
1,13829
1,13830
1,13830
1,13831
8,13832
8,13833
1,13833
8,13834
1,13834
8,13835
1,13835
1,13835
1,13837
9,13838
9,13839
9,13840
1,13840
1,13842
1,13843
9,13844
9,13845
1,13845
9,13846
1,13846
1,13848
9,13849
9,13850
1,13850
1,13852
1,13853
1,13854
1,13854
9,13855
9,13856
1,13856
9,13857
1,13857
9,13858
1,13858
1,13858
9,13860
1,13861
9,13862
1,13865
1,13866
9,13866
1,13867
1,13867
9,13868
9,13868
1,13869
1,13871
1,13872
1,13873
1,13874
1,13875
1,13875
9,13877
1,13877
9,13878
9,13879
9,13880
9,13881
9,13882
1,13883
9,13883
9,13885
1,13887
1,13888
9,13888
1,13890
1,13891
9,13891
9,13892
9,13892
9,13893
9,13893
9,13894
1,13894
9,13894
3,13895
5,13896
3,13897
5,13898
1,13899
3,13899
9,13900
3,13900
9,13901
5,13901
8,13902
8,13903
1,13904
8,13904
9,13906
1,13907
9,13909
8,13913
9,13913
1,13915
8,13916
1,13917
1,13917
1,13918
8,13918
8,13920
8,13920
3,13921
5,13922
1,13923
1,13924
4,13924
3,13925
5,13926
1,13927
1,13928
4,13928
1,13929
3,13929
1,13930
1,13931
5,13931
1,13932
1,13932
1,13933
1,13933
4,13933
3,13934
8,13935
3,13935
8,13936
5,13936
8,13937
1,13937
8,13938
1,13938
4,13938
8,13939
5,13939
1,13941
1,13943
1,13944
1,13945
1,13947
1,13948
1,13950
1,13951
1,13952
1,13952
1,13953
1,13953
1,13954
1,13955
1,13955
1,13956
3,13957
3,13958
5,13959
4,13960
1,13960
5,13961
4,13962
1,13962
1,13963
1,13963
1,13964
4,13964
1,13964
3,13965
8,13966
1,13966
8,13967
3,13967
8,13968
5,13968
8,13969
4,13969
1,13969
8,13970
5,13970
8,13971
4,13971
1,13971
8,13972
1,13972
1,13972
8,13973
1,13973
4,13973
1,13973
8,13974
8,13975
1,13975
1,13977
1,13978
8,13979
1,13979
1,13980
1,13982
8,13983
8,13984
1,13985
1,13985
8,13986
8,13987
1,13987
1,13988
8,13988
1,13988
8,13989
8,13990
8,13990
1,13991
1,13992
3,13993
3,13994
3,13995
1,13995
3,13996
5,13997
5,13998
4,13999
1,13999
1,14000
1,14001
1,14001
1,14002
1,14002
3,14003
5,14004
4,14005
1,14005
3,14006
3,14007
1,14007
4,14008
1,14008
5,14009
1,14009
4,14010
1,14010
1,14010
5,14011
4,14012
1,14012
4,14013
1,14013
1,14013
1,14015
1,14016
1,14017
1,14018
1,14020
1,14021
1,14022
8,14023
8,14024
1,14024
1,14026
1,14027
1,14028
1,14028
1,14029
1,14029
8,14030
8,14031
1,14031
1,14034
1,14035
1,14037
1,14038
1,14041
1,14042
1,14043
1,14044
1,14044
1,14045
1,14046
1,14046
1,14047
1,14047
1,14048
1,14049
1,14051
1,14052
1,14053
1,14054
1,14054
1,14055
1,14056
1,14057
1,14057
1,14061
9,14063
9,14064
9,14065
9,14066
1,14066
1,14071
9,14072
9,14073
9,14074
9,14075
1,14075
1,14077
1,14078
1,14079
1,14080
1,14081
1,14082
1,14082
9,14083
9,14084
1,14084
9,14085
1,14085
9,14086
3,14087
5,14088
5,14089
3,14090
3,14091
1,14092
3,14092
9,14093
3,14093
9,14094
3,14094
8,14095
8,14096
1,14097
8,14097
9,14099
1,14100
1,14101
9,14101
8,14105
9,14105
8,14106
9,14106
8,14107
1,14107
9,14107
1,14109
9,14110
1,14113
9,14114
9,14115
1,14117
1,14118
1,14119
1,14120
1,14120
9,14121
9,14122
1,14122
9,14123
1,14123
9,14124
1,14127
9,14128
9,14129
1,14131
1,14133
1,14134
1,14134
9,14135
9,14136
1,14136
9,14137
1,14139
1,14141
1,14141
1,14142
1,14143
1,14143
9,14144
9,14145
1,14145
9,14146
1,14146
1,14146
1,14149
9,14150
9,14151
9,14152
1,14153
9,14153
9,14154
9,14154
1,14156
1,14158
1,14158
9,14159
9,14160
9,14163
9,14164
9,14166
9,14166
1,14168
1,14172
1,14176
9,14177
9,14178
9,14179
1,14179
9,14180
9,14181
9,14182
1,14182
2,14183
2,14184
1,14184
2,14185
9,14186
2,14186
9,14187
2,14187
9,14188
2,14188
1,14188
7,14189
7,14190
1,14190
1,14192
9,14193
9,14194
1,14194
1,14195
1,14196
1,14196
7,14197
9,14197
7,14198
9,14198
7,14199
9,14199
1,14199
1,14201
1,14202
1,14203
1,14204
1,14205
1,14205
1,14206
1,14206
9,14207
9,14208
1,14208
9,14209
1,14209
1,14212
1,14215
1,14218
9,14219
9,14220
1,14220
9,14221
9,14222
9,14223
1,14223
2,14224
2,14225
2,14226
1,14226
9,14227
2,14227
9,14228
2,14228
1,14228
7,14229
7,14230
7,14231
1,14231
1,14233
9,14234
9,14235
1,14235
1,14236
1,14237
1,14237
7,14238
9,14238
7,14239
9,14239
1,14239
1,14253
1,14254
1,14256
1,14259
2,14260
2,14261
2,14262
2,14262
2,14263
2,14264
2,14265
2,14266
2,14267
2,14267
5,14268
5,14269
4,14270
1,14270
4,14271
1,14271
2,14272
5,14272
2,14273
1,14273
4,14273
1,14274
1,14275
2,14276
2,14277
5,14278
5,14279
4,14280
1,14280
4,14281
1,14281
1,14282
2,14282
2,14283
2,14283
5,14284
2,14284
4,14285
1,14285
2,14285
1,14286
1,14287
2,14288
2,14289
2,14290
2,14291
1,14291
2,14292
1,14292
2,14293
2,14294
1,14294
2,14295
1,14295
5,14296
5,14297
4,14298
1,14298
4,14299
1,14299
1,14300
2,14300
1,14301
5,14301
1,14302
1,14302
1,14303
1,14303
4,14303
2,14304
2,14304
2,14305
5,14305
2,14306
1,14306
4,14306
2,14307
1,14307
2,14307
5,14308
5,14308
5,14309
1,14309
4,14309
4,14310
1,14310
1,14310
4,14310
2,14314
2,14317
1,14322
1,14323
2,14324
5,14325
1,14326
1,14327
4,14327
2,14328
1,14329
2,14329
1,14330
1,14331
1,14332
1,14333
2,14333
7,14336
7,14337
2,14338
7,14339
2,14339
7,14341
7,14342
7,14342
7,14343
7,14347
7,14348
2,14349
5,14350
1,14351
1,14352
4,14352
7,14353
2,14353
7,14354
5,14354
7,14355
1,14355
7,14356
1,14356
4,14356
1,14357
1,14358
1,14359
1,14360
1,14361
1,14362
2,14362
1,14363
2,14363
7,14364
1,14366
1,14369
1,14370
7,14371
7,14372
2,14373
1,14374
2,14374
7,14375
2,14375
7,14377
1,14378
1,14379
7,14379
1,14380
1,14380
7,14381
7,14381
1,14382
1,14383
5,14384
1,14385
4,14385
1,14386
2,14386
7,14387
5,14387
7,14388
1,14388
4,14388
1,14389
1,14390
7,14390
1,14393
1,14394
1,14395
1,14396
7,14397
7,14398
2,14399
1,14400
2,14400
1,14401
2,14401
7,14402
2,14402
7,14403
1,14404
7,14406
1,14407
1,14408
7,14408
1,14409
7,14409
7,14410
7,14410
1,14411
1,14412
1,14413
7,14413
1,14414
7,14414
1,14415
1,14415
7,14416
1,14417
7,14417
1,14419
1,14420
1,14421
1,14422
1,14423
7,14423
1,14424
1,14424
1,14428
1,14429
1,14430
1,14431
1,14432
1,14433
1,14434
